cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
n.c.,,Manuscrit imprimé,Brouet,Arrest de la chambre des comtes de Lorraine.,Papier,Français,"Nancy, Pierre Antoine","Thursday, May 29, 1924",Arrest de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dartenay,"Extrait des registres de parlement, chambre des comptes.",Papier,Français,"Metz, Veuve et fils de Brice Antoine",25 juin 1737,"Extrait des registres de parlement, chambre des comptes.",Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bouchard,Arrest de la cour du parlement.,Papier,Français,"Metz, François Antoine",31 juillet 1752,Arrest de la cour du parlement.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Arrest de la cour pour fixer le nombre de religieux et religieuses de chaque monastère de la ville de Verdun.,Papier,Français,"Metz, Jean Antoine","Sunday, July 24, 1904",Arrest de la cour pour ficer le nombre de religieux et religieuses de chaque monastère de la ville de Verdun.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Vaultrin,Arrêté de la cour souveraine de Lorraine et Barrois.,Papier,Français,_,27 avril 1758,Arrêté de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Balthasar,Arrest notable de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Jean-Baptiste Cusson",31 mars 1729,Arrest notable de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Riocourt,Très humbles et très respectueuses remontrances que présentent au roy.,Papier,Français,_,27 juin 1758,Très humbles et très respectueuses remontrances que présentent au roy.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,(Double) Arrest contradictoire de la chambre des comptes de Lorraine.,Papier,Français,"Nancy, Charlot",23 décembre 1758,(Double) Arrest contradictoire de la chambre des comptes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Balthasar,Très humbles et très respectueuses remontrances que présentent au roy.,Papier,Français,_,21 janvier 1761,Très humbles et très respectueuses remontrances que présentent au roy.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrée,Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Charlot",25 juin 1766,Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,F. Lacroix,Extrait des registres du greffe de la cour.,Papier,Français,"Metz, Joseph Collignon",13 mars 1765,Extrait des registres du greffe de la cour.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Charlot",23 juillet 1765,Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,J. Frimont,Arrest de la cour de parlement de Metz.,Papier,Français,"Metz, Joseph Collignon",14 février 1767,Arrest de la cour de parlement de Metz.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Balthasar,Arrest de la chambre des comtes de Lorraine.,Papier,Français,"Nancy, Pierre Antoine",12 décembre 1768,Arrest de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,F. Lacroix,Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Charlot",1er septembre 1770,Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Charlot",18 mars 1772,Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,Lettres de secondes et finales jussion à la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Charlot",28 avril 1772,Lettres de secondes et finales jussion à la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Balthasar,Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Veuve Charlot",2 mai 1772,Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,(Double) Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Veuve Charlot",11 juillet 1772,(Double) Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bureau,Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Veuve Charlot",6 février 1773,Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,F. Lacroix,Arrest de la chambre des comtes de Lorraine.,Papier,Français,"Nancy, Pierre Antoine",19 février 1773,Arrest de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Veuve Charlot",11 janvier 1774,Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double) Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Veuve Charlot",28 janvier 1775,(Double) Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,(Double) Arrest de la cour souveraine de Lorraine et Barrois.,Papier,Français,"Nancy, Veuve Charlot",17 mars 1775,(Double) Arrest de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Extrait des registres du parlement.  ,Papier,Français,"Nancy, Veuve Charlot",31 mai 1776,Extrait des registres du parlement.  ,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,Arrest de la cour de parlement.,Papier,Français,"Nancy, Veuve Charlot",17 mai 1779,Arrest de la cour de parlement.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,De la Porte,Extrait des registres du parlement.  ,Papier,Français,"Nancy, Veuve Charlot",5 juillet 1776,Extrait des registres du parlement.  ,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,De par le roi. Ordonnance de M. gr l'intendant.,Papier,Français,"Nancy, Veuve Leclerc",1er juin 1779,De par le roi. Ordonnance de M. gr l'intendant.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Le Febvre,(Double) Arrest de la cour de parlement.,Papier,Français,"Nancy, Veuve Charlot",17 juillet 1780,(Double) Arrest de la cour de parlement.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bureau,(Double) Arrest de la chambre des comtes de Lorraine.,Papier,Français,"Nancy, Veuve Charlot",7 octobre 1780,(Double) Arrest de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Arrest de la chambre des comtes de Lorraine.,Papier,Français,"Nancy, Veuve Charlot",18 mai 1782,Arrest de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Arrest de la cour de parlement,Papier,Français,"Nancy, Veuve Charlot",24 décembre 1782,Arrest de la cour de parlement,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bureau,Arrest de la cour de parlement,Papier,Français,"Nancy, Veuve Charlot",3 mai 1783,Arrest de la cour de parlement,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Parisot et Beaulieu,Arrest de la chambre des comtes de Lorraine.,Papier cartonné,Français,"Nancy, Veuve Charlot",28 juin 1783,Arrest de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Drian,Jugement de messieurs les conseillers du roi.,Papier cartonné,Français,"Nancy, H. Haener",7 décembre 1785,Jugement de messieurs les conseillers du roi.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Jugement de messieurs les conseillers du roi.,Papier cartonné,Français,"Nancy, H. Haener",4 septembre 1786,Jugement de messieurs les conseillers du roi.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Jugement de messieurs les conseillers du roi.,Papier,Français,_,19 août 1786,Jugement de messieurs les conseillers du roi.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Réflexions d'un patriote sur les états généraux de la Lorraine.,Papier,Français,_,_,Réflexions d'un patriote sur les états généraux de la Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Suppression des bannalités de pressoir, four et moulin.",Bleu,Français,_,_,"Suppression des bannalités de pressoir, four et moulin.",Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Mémoire sur les états du Duché de Bar.,Papier,Français,"Bar le Duc, Jean R. Briflot",_,Mémoire sur les états du Duché de Bar.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Arrest de la cour de parlement,Papier,Français,_,12 décembre 1788,Arrest de la cour de parlement,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,De par le roi. Mandemand de la chambre des comtes de Lorraine.,Papier,Français,_,"Thursday, November 24, 1904",De par le roi. Mandemand de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bureau,(Double) Arrest de la cour de parlement.,Papier,Français,"Nancy, H. Haener",4 avril 1789,(Double) Arrest de la cour de parlement.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,Arrest de la chambre des comtes de Lorraine.,Papier,Français,"Nancy, P. Barbier",2 mai 1789,Arrest de la chambre des comtes de Lorraine.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double) Arrest de la cour de parlement.,Papier,Français,"Nancy, H. Haener",4 juillet 1789,(Double) Arrest de la cour de parlement.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Boucher,(Double) Arrest de la cour de parlement.,Papier,Français,"Nancy, H. Haener",30 juillet 1789,(Double) Arrest de la cour de parlement.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Arrest de la cour des aydes.,Papier,Français,Imprimeurs et libraires ordinaires du roy.,5 février 1650,Arrest de la cour des aydes.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Caresme,Extrait des registres du greffe de l'hôtel de ville de Verdun.,Papier cartonné,Français,_,7 décembre 1788,Extrait des registres du greffe de l'hôtel de ville de Verdun.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Balthasar,"Procès verbal de l'Assemblée tenue dans la salle de l'hôtel de ville, par l'ordre des treize états de Pont à Mousson, convoqué par M. le maire royal.",Papier,Français,_,14 décembre 1788,"Procès verbal de l'Assemblée tenue dans la salle de l'hôtel de ville, par l'ordre des treize états de Pont à Mousson, convoqué par M. le maire royal.",Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lechapelier,Mémoire servant d'éclaircissemens et de supplément aux remontrances de la cour souveraine de Lorraine et Barrois.,Papier,Français,_,3 août 1758,Mémoire servant d'éclaircissemens et de supplément aux remontrances de la cour souveraine de Lorraine et Barrois.,Mauvais,"Factum ""1724-1788. Pièce émanant du parlement de Lorraine et de l'assemblée princiale 1650-1789""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Souchet et Louvet,Extrait du procès verbal de l'Assemblé nationale.,Papier,Français,"Nancy, Veuve Bachot",14 janvier 1790,Extrait du procès verbal de l'Assemblé nationale.,Mauvais,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lallemand,Le procureur général syndic.,Papier,Français,_,_,Le procureur général syndic.,Mauvais,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. de Léonard,Extrait de la séance publique de la société de la santé de la commune de Nancy.,Papier,Français,_,_,Extrait de la séance publique de la société de la santé de la commune de Nancy.,Mauvais,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Lettre de M. de Léonard à M. de Sillery.,Papier cartonné,Français,Paris,"Thursday, November 24, 1904",Lettre de M. de Léonard à M. de Sillery.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,J. B Genaudet,"Adresse de la société des amis de la constitution de la ville de Nancy, à l'Assemblée Nationale.",Papier cartonné,Français,Imprimerie nationale,27 août 1792,"Adresse de la société des amis de la constitution de la ville de Nancy, à l'Assemblée Nationale.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Discours prononcé à la société populaire de Nancy.,Papier cartonné,Français,"Nancy, Veuve Bachot","Tuesday, November 29, 1904",Discours prononcé à la société populaire de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Adresse à la cité, par le comité permanent des trois ordres réunins de la ville de Nancy.",Papier cartonné,Français,"Nancy, H. Haener",26 septembre 1789,"Adresse à la cité, par le comité permanent des trois ordres réunins de la ville de Nancy.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Extrait des procès verbaux du comité permanent des trois ordres réunis de la ville de Nancy.,Papier cartonné,Français,"Nancy, H. Haener",23 août 1789,Extrait des procès verbaux du comité permanent des trois ordres réunis de la ville de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Procès verbal de l'Assemblée des deux premiers ordres de la ville de Nancy, tenue à l'hôtel de ville.",Papier cartonné,Français,"Nancy, H. Haener",22 décembre 1788,"Procès verbal de l'Assemblée des deux premiers ordres de la ville de Nancy, tenue à l'hôtel de ville.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Copie de l'adresse à l'Assemblée Nationale, présentée par les communes de la ville de Nancy.",Papier cartonné,Français,_,18 juillet 1789,"Copie de l'adresse à l'Assemblée Nationale, présentée par les communes de la ville de Nancy.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Procès verbl des premières séances de l'assemblée des représentans de la commune de Nancy.,Papier cartonné,Français,"Nancy, H. Haener",3 octobre 1789,Procès verbl des premières séances de l'assemblée des représentans de la commune de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Municipalité de Nancy. Adresse aux citoyens de la commune.,Papier cartonné,Français,"Nancy, P. Barbier",7 mars 1789,Municipalité de Nancy. Adresse aux citoyens de la commune.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Extrait du registre des délibérations du conseil général du district de Nancy.,Papier cartonné,Français,"Nancy, P. Barbier",6 Thermidor au III,Extrait du registre des délibérations du conseil général du district de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Oudinot,Extrait du registre des délibérations du conseil général du district de Nancy.,Papier cartonné,Français,"Nancy, P. Barbier",15 Pluviose au II,Extrait du registre des délibérations du conseil général du district de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Les administrateurs composant le directoire du district de Nancy aux membres composant la municipalité.,Papier cartonné,Français,_,1794-1795,Les administrateurs composant le directoire du district de Nancy aux membres composant la municipalité.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mallarmé,"Le jury d'instruction du district de Nancy, aux municipalités de son arrondissement.",Papier cartonné,Français,"Nancy, P. Barbier","Sunday, November 27, 1904","Le jury d'instruction du district de Nancy, aux municipalités de son arrondissement.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Extrait des procès verbaux de l'administration du district de Nancy.,Papier cartonné,Français,"Nancy, P. Barbier",26 octobre 1793,Extrait des procès verbaux de l'administration du district de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Adresse du cabinet littéraie national, à Messieurs les représentans de la commune de Nancy.",Papier cartonné,Français,"Nancy, Veuve Bachot","Thursday, November 24, 1904","Adresse du cabinet littéraie national, à Messieurs les représentans de la commune de Nancy.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Ad. Duquesnoy,Réclamation des parens de quatre vingt citoyens détenus au secret dans la maison d'arrêt à Nancy.,Papier cartonné,Français,_,"Sunday, November 27, 1904",Réclamation des parens de quatre vingt citoyens détenus au secret dans la maison d'arrêt à Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. de Maud'huy,Copie d'une note du maire de Nancy.,Papier cartonné,Français,"Nancy, Veuve Bachot",5 mai 1792,Copie d'une note du maire de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Discours prononcé par M. de Maud'huy à M. le comte de Custine d'Aufflane.,Papier cartonné,Français,_,_,Discours prononcé par M. de Maud'huy à M. le comte de Custine d'Aufflane.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,De Moulon,Délibération des officiers municipaux de la ville de Nancy.,Papier cartonné,Français,"Nancy, H. Haener",12 octobre 1789,Délibération des officiers municipaux de la ville de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mourot,Assemblée des représentans de la commune de Nancy.,Papier,Français,"Nancy, H. Haener",11 novembre 1789,Assemblée des représentans de la commune de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Maire de Nancy,Municipalité de Nancy. Extrait du registre des délibérations de la municipalité de Nancy.,Papier cartonné,Français,"Nancy, H. Haener",25 août 1790,Municipalité de Nancy. Extrait du registre des délibérations de la municipalité de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Maire de Nancy,Extrait du registre des délibérations du corps municipal.,Papier cartonné,Français,"Nancy, Veuve Bachot",lundi 28 novembre 1791,Extrait du registre des délibérations du corps municipal.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Municipalité de Nancy. Par le maire et les officier municipaux de la commune de Nancy.,Papier cartonné,Français,"Nancy, Veuve Bachot",5 avril 1792,Municipalité de Nancy. Par le maire et les officier municipaux de la commune de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Municipalité de Nancy. Délibération du corps municipal.,Papier cartonné,Français,"Nancy, Veuve Bachot",21 juillet 1792,Municipalité de Nancy. Délibération du corps municipal.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lallemand,Procès verbal de la séance du conseil général de la commune de Nancy.,Papier cartonné,Français,_,22 juillet 1792,Procès verbal de la séance du conseil général de la commune de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Adresse du conseil général de la commune de Nancy, à ses citoyens.",Papier cartonné,Français,"Nancy, Veuve Bachot",1er mars 1793,"Adresse du conseil général de la commune de Nancy, à ses citoyens.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Nolan,"Adresse du conseil général de la commune de Nancy, à la convention nationale.",Papier cartonné,Français,_,17 janvier 1793,"Adresse du conseil général de la commune de Nancy, à la convention nationale.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Destournelle,Extrait du registre des délibérations du corps municipal.,Papier cartonné,Français,"Nancy, Veuve Bachot",4 avril 1793,Extrait du registre des délibérations du corps municipal.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lallemand,Extrait du registre des délibérations du conseil général de la commune de Nancy.,Papier cartonné,Français,"Nancy, Veuve Bachot",5 janvier 1794,Extrait du registre des délibérations du conseil général de la commune de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Chatelain,Extrait du registre des délibérations du conseil général de la commune de Nancy.,Papier cartonné,Français,"Nancy, Veuve Bachot",21 janvier 1795,Extrait du registre des délibérations du conseil général de la commune de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,A. Noel,Mairie de Nancy -Avis.,Papier cartonné,Français,_,30 décembre 1851,Mairie de Nancy -Avis.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Règlement pour le service intérieur du dépôt de mendicité de la ville de Nancy.,Papier cartonné,Français,_,26 septembre 1843,Règlement pour le service intérieur du dépôt de mendicité de la ville de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
