id;epi;travee;tablette;cote;ordre;lieu;format;auteur;titre;annee;tome;etat;commentaire
12436;5;20;4;8 L 65 ;;;in-8;KIFFER, Pierre-Emile;Les destinées politiques du pays de Luxembourg depuis son origine jusqu'à nos jours;s.d.;;bon;
12437;5;20;4;8 L 66 ;;;in-8;DE LA PERRIERE, Henri;Geoffroy-Antoine de Talleyrand dit le capitaine Grignault et sa descendance;1937;;bon;
12438;5;20;4;8 L 67 ;;;in-8;Compagnie des chemins de fer de l'est;Assemblée générale ordinaire des actionnaires;1912;;bon;
12439;5;20;4;8 L 68 ;;;in-8;COUTIL, Léon;Archéologie gauloise, gallo-romaine et franque;1895;;bon;
12440;5;20;4;8 L 69 ;;;in-8;COUSIN, Maurice;Un procès à l'époque révolutionnaire;1933;;bon;
12441;5;20;4;8 L 70 ;1;;in-8;DELAMAIN H. Ph.;La Klibber comment on remplace à Luxembourg les cloches pendant la semaine sainte;1898;[d];bon;contient 9 documents
12442;5;20;4;8 L 70 ;2;;in-8;anonyme;Légende de la vierge de Blieskastel;1927;[d];bon;contient 9 documents
12443;5;20;4;8 L 70 ;3;;in-8;anonyme;Jacob Reinbold Spielmanns;1783;[d];bon;contient 9 documents
12444;5;20;4;8 L 70 ;4;;in-8;IGNACE-MARIE P.;La liste des provinciaux franciscains d'Alsace de 1239-1929;1930;[d];bon;contient 9 documents
12445;5;20;4;8 L 70 ;5;;in-8;SCHNEIDER Félix Dr.;Situation agricole du Grand-Duché de Luxembourg;1869;[d];bon;contient 9 documents
12446;5;20;4;8 L 70 ;6;;in-8;MEURANT René;Les géants processionnels de Wallonie;1953;[d];bon;contient 9 documents
12447;5;20;4;8 L 70 ;7;;in-8;MARKOWITZ;Schloss Benrath;1985;[d];bon;contient 9 documents
12448;5;20;4;8 L 70 ;8;;in-8;COMPERE-MOREL Thomas;L'historial de la grande guerre et le circuit du souvenir;2000;[d];bon;contient 9 documents
12449;5;20;4;8 L 70 ;9;;in-8;collectif;Compte-rendus des séances de 1961 de l'Académie des Inscriptions & Belles-lettres;1961;[d];bon;contient 9 documents
12450;5;20;4;8 L 71 ;;;in-8;GANTER, Edmond;Les clarisses de Genève;1949;;bon;
12451;5;20;4;8 L 72 ;;;in-8;SEINGUERLET, E.;Strasbourg pendant la Révolution;1881;;bon;
12452;5;20;4;8 L 73 ;;;in-8;BRUCKER, J.C.;Les archives de la ville de Strasb ourg;1873;;bon;
12453;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome premier - IV);1949;;bon;
12454;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome IV);1938;;bon;
12455;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome premier - V);1951;;bon;
12456;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome premier - VI);1953;;bon;
12457;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome premier VII);1958;;bon;
12458;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome premier - I);1943;;bon;
12459;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome premier - II);1946;;bon;
12460;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome premier - III);4947;;bon;
12461;5;20;4;8 L 74 ;;;in-8;VAN GENNEP;Manuel du folklore français contemporain (tome III);1937;;bon;2,05 m
12462;5;20;4;8 L 75 ;;;in-8;FLORANGE, E.-C.;L'archéologie préhistorique, protohistorique et gallo-romaine en Loir-et-Cher;1922;;bon;
12463;5;20;5;8 L 75 ;;;in-8;FLORANGE, E.-C.;L'archéologie préhistorique, protohistorique et gallo-romaine en Loir-et-Cher (deuxième partie);1923;;bon;
12464;5;20;5;8 L 75 ;;;in-8;FLORANGE, E.-C.;L'archéologie préhistorique, protohistorique et gallo-romaine en Loir-et-Cher (quatrième partie - premier volume);1926;;bon;
12465;5;20;5;8 L 75 ;;;in-8;FLORANGE, E.-C.;L'archéologie préhistorique, protohistorique et gallo-romaine en Loir-et-Cher (quatrième partie - deuxième volume);1928;;bon;
12466;5;20;5;8 L 75 ;;;in-8;FLORANGE, E.-C.;L'archéologie préhistorique, protohistorique et gallo-romaine en Loir-et-Cher;1925;;bon;
12467;5;20;5;8 L 76 ;;;in-8;DIEHL;Rapport sur deux missions archéologiques dans l'afrique du Nord;1891;;bon;
12468;5;20;5;8 L 77 ;;;in-8;RAYMON, Paul;L'arrondissement d'Uzès avant l'histoire;1900;;bon;
12469;5;20;5;8 L 78 ;;;in-8;anonyme;Romancero de Champagne (première partie);1863;;bon;
12470;5;20;5;8 L 78 ;;;in-8;anonyme;Romancero de Champagne (deuxième partie - tome II);1863;;bon;
12471;5;20;5;8 L 78 ;;;in-8;anonyme;Romancero de Champagne (troisième partie - tome III);1863;;bon;
12472;5;20;5;8 L 78 ;;;in-8;anonyme;Romancero de Champagne (troisième partie - tome IV);1864;;bon;
12473;5;20;5;8 L 78 ;;;in-8;anonyme;Romancero de Champagne (troisième partie - V) ;1864;;bon;
12474;5;20;5;8 L 79 ;;;in-8;TARBE, P.;Recueil de poésies calvinistes;1866;;bon;
12475;5;20;5;8 L 79 ;;;in-8;DOLLINGER, Philippe;Documents de l'histoire de l'Alsace;1972;;bon;
12476;5;20;5;8 L 81;;;in-8;ROCHE, Aug.;Armorail généalogique et biographique des évêques de Viviers (tome I);1891;;bon;
12477;5;20;5;8 L 81;;;in-8;ROCHE, Aug.;Armorail généalogique et biographique des évêques de Viviers (tome II);1891;;bon;
12478;5;20;5;8 L 82 ;;;in-8;SCHMITT, Pierre;Histoires et légendes de l'Alsace mystérieuse;1969;;bon;
12479;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome premier);1840;;bon;
12480;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome second);1840;;bon;
12481;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome troisème);1841;;bon;
12482;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome quatrième);1840;;bon;
12483;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome cinquième);1842;;bon;
12484;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome sixième);1843;;bon;
12485;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome septième);1844;;bon;
12486;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome huitième);1845;;bon;
12487;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome neuvième);1845;;bon;
12488;5;20;5;8 L 83 ;;R20;in-8;DE VIC, Claude et VAISSETTE;Histoire générale de Languedoc (tome dixième);1846;;bon;
12489;5;20;5;8 L 85 ;;;in-8;KLEINCLAUSZ, A.;Histoire de Bourgogne;1924;;bon;1,13 m
12490;5;20;5;8 L 86;;;in-8;BELLUCI, Paolo;I lorena in Toscana;1985;;bon;
12491;5;20;5;8 L 87;;R23;in-8;ROQUEBERT, Michel;L'épopée cathare (1198-1212);1970;;bon;
12492;5;20;5;8 L 87;;R23;in-8;ROQUEBERT, Michel;L'épopée cathare (1213-1216);1977;;bon;
12493;5;20;5;8 L 88 ;;;in-8;LERCH, Dominique;Imagerie populaire en Alsace et dans l'Est de la France;1992;;bon;
12494;5;20;5;8 L 89 ;;;in-8;YANTE, Jean-Marie;Le Luxembourg mosellan;1996;;bon;
12495;5;20;5;8 L 90;;;in-8;BEAULIEU, Michèle et BAYLE, Jeanne;Le costume de Bourgogne;1956;;bon ;
12496;5;20;5;8 L 90 ;;;in-8;BEAULIEU, Michèle et BAYLE, Jeanne;Le costume en Bourgogne ;1956;;bon;
12497;5;20;5;8 L 91 ;;;in-8;REICHEL, Daniel (dir.);Grandson - 1476;1970;;bon;
12498;5;20;5;8 L 92 ;;;in-8;MARBY, Jean-Pierre;Parcours singulier d'un homme ordinaire;1999;;bon;
12499;5;20;5;8 L 93 ;;;in-8;collectif;L'ère du fer en Luxembourg;1999;;bon;
12500;5;20;5;8 L 94 ;;;in-8;THINNES, Margarethe;Wegkreuze und Bildstöcke im Saarland;1985;;bon;
12501;5;20;5;8 L 95 ;;;in-8;LE ROY LADURIE, Emmanuel;Le voyage de Thomas Platter;2000;;bon;
12502;5;20;5;8 L 96;;;in-8;RITTGEN Francis;Opération Nordwind;1984;;bon;
12503;5;20;5;8 M 1 ;;;in-8;GRANDIDIER, Philippe-André;Anecdotes relatives à une ancienne confrairie de buveurs;1850;;bon;
12504;5;20;5;8 M 2;;;in-8;LEPAGE, Henri;Les offices des duchés de Lorraine et de Bar;1869;BIS +;bon;
12505;5;20;5;8 M 2 ;;;in-8;LEPAGE, Henri;Les offices des duchés de Lorraine et de Bar;1869;+;bon;
12506;5;20;5;8 M 3 ;;;in-8;LEPAGE, Henri;Sur l'organisation et les institutions militaires de la Lorraine;1884;;bon;(sorti)
12507;5;20;5;8 M 4 ;;;in-8;[factum];Recueil des lois nouvelles;1798;;bon;
12508;5;20;5;8 M 4 ;;;in-8;[factum];Recueil des lois nouvelles;1798;;bon;
12509;5;20;5;8 M 5;;;in-8;RISTON, Victor;Des différentes formes de la propriété;1887;;bon;
12510;5;20;5;8 M 5 ;;;in-8;RISTON, Victor;Des différentes formes de la propriété;1887;;moyen;
12511;5;20;5;8 M 6 ;;;in-8;JEROME, L.;Les élections et les cahiers du clergé lorrain;1899;;bon;
12512;5;20;5;8 M 7 ;;;in-8;BOYE, Pierre;Les travaux publics et le régime des corvées;1900;;bon;
12513;5;20;5;8 M 8 ;;;in-8;anonyme;Déclaration du roi faisant bail des fermes générales [?] à Jean-Louis Bonnary;1756;;bon;
12514;5;20;5;8 M 10 ;;;in-8;RENAULD, Jules;Les hostelains et taverniers de Nancy;1875;;bon;
12515;5;20;5;8 M 11 ;;;in-8;GUYOT, Charles;Essai sur l'aisance relative du pays lorrain;1889;;bon;
12516;5;20;5;8 M 12 ;;;in-8;BEAUPRE;Essai historique sur la rédaction officielle des principales coutumes;1845;;bon;
12517;5;20;5;8 M 13 ;;;in-8;NOËL;Des domaines et de l'état constitutionnel de la Lorraine;1830;;bon;
12518;5;20;5;8 M 14 ;;;in-8;NOËL;Recherches historiques sur l'origine du notariat;1831;;bon;
12519;5;20;5;8 M 15 ;;;in-8;[factum];Règlement de police municipale pour la ville de Nancy;1861;;moyen;
12520;5;20;5;8 M 16 ;;;in-8;anonyme;Des ordonnances de police pour la voirie de la ville de Nancy;1843;;bon;
12521;5;20;5;8 M 17 ;;;in-8;anonyme;Notice des privilèges de la Lorraine en matière d'impôts;s.d.;;bon;
12522;5;20;5;8 M 18;;;in-8;anonyme;Fragmens historique sur les Etats généraux en Lorraine;1788;BIS;bon;
12523;5;20;5;8 M 18 ;;;in-8;anonyme;Fragmens historique sur les Etats généraux en Lorraine;1788;+;bon;
12524;5;20;5;8 M 19 ;;;in-12;[factum];Règlement de police pour la ville de Nancy;1818;;bon;
12525;5;20;5;8 M 20 ;;;in-12;DU BLED, Victor;La société française avant et après 1789;1892;;bon;
12526;5;20;5;8 M 21;;;in-8;ANDREU DE BILISTEIN, Leopold;Essai sur les duchés de Lorraine et de Bar;1762;BIS;bon;
12527;5;20;5;8 M 21 ;;;in-12;ANDREU DE BILISTEIN, Leopold;Essai sur les duchés de Lorraine et de Bar;1762;;bon;
12528;5;20;5;8 M 22 ;;;in-8;LAPLACE, A.;Introduction aux droits seigneuriaux;1749;;bon;
12529;5;20;6;8 M 23 ;;;<in-12;anonyme;Ordonnances, statuts, privilèges et régimes;1743;;bon;
12530;5;20;6;8 M 24 ;;;in-8;anonyme;Mémoires sur les bénéfices de la Lorraine et du Barrois;1753;;bon;
12531;5;20;6;8 M 25 ;;;<in-12;[factum];Bail des fermes générales des domaines, gabelles et tabacs de Lorraine et de Bar;1738;;bon;
12532;5;20;6;8 M 26 ;;;<in-12;[factum];Code de police pour les villes et fauxbourgs de Nancy;1749;;bon;
12533;5;20;6;8 M 27 ;;;<in-12;[factum];Bail des fermes générales des domaines, gabelles et tabacs de Lorraine et de Bar;1730;;bon;0,89 m
12534;5;20;6;8 M 30;;;in-12;RICHARD;Tradition populaires, croyances supersitieuses, usages et coutumes de l'ancienne Lorraine;1848;;bon;bnf
12535;5;20;6;8 M 30;;;in-13;RICHARD;Tradition populaires, croyances supersitieuses, usages et coutumes de l'ancienne Lorraine;1848;;bon;bnf
12536;5;20;6;8 M 31;;;in-4;CORBERON, Nicolas de;Plaidoyez de messire Nicolas de Corberon;1693;;bon;
12537;5;20;6;8 M 32;;;in-4;anonyme;Plaidoyer sur la capacité des chanoines réguliers de la congrégation de N.S. en Lorraine à posséder des cures séculières;1765;;bon;bnf
12538;5;20;6;8 M 33;;;in-4;MICHEL, Emmanuel;Histoire du parlement de Metz;1845;;bon;
12539;5;20;6;8 M 34;;;in-4;MICHEL, Emmanuel;Histoire du parlement de Metz;1845;;bon;
12540;5;20;6;8 M 34;;;in-8;MEAUME, Georges-E.;Histoire de l'ancienne chevalerie lorraine;1870;;bon;
12541;5;20;6;8 M 35;;;in-8;BRUNEAU, Ch.;La poésie aristocratique à Metz;1827;;bon;bnf
12542;5;20;6;8 M 36;;;in-8;PROST, Auguste;Le patriciat dans la cité de Metz;1873;;bon;
12543;5;20;6;8 M 37;;;in-12;[factum];Bail des gabelles de France;1676;;bon;
12544;5;20;6;8 M 38;;;in-12;BERMANN, de;Dissertation historique sur l'ancienne chevalerie et la noblesse de Lorraine;1763;;bon;
12545;5;20;6;8 M 38 ;;;in-12;BERMANN, de;Dissertation historique sur l'ancienne chevalerie et la noblesse de Lorraine;1763;;bon;
12546;5;20;6;8 M 39;1;;in-8;YLLEG A.;Collège de Bar-le-Duc ou collège de Trèves;1883;[d];bon;contient 36 documents
12547;5;20;6;8 M 39;2;;in-8;RICHARD;Notice sur l'ancienne justice seigneuriale du ban de Longchamp, arrondissement de Remiremont;1841;[d];bon;contient 36 documents
12548;5;20;6;8 M 39;3;;in-8;LABOURASSE H.;Le luxe au presbytère avant 1789;1897;[d];bon;contient 36 documents
12549;5;20;6;8 M 39;4;;in-8;BOSSU Louis;La prophylaxie de la peste en Barrois vers l'an 1500;1913;[d];bon;contient 36 documents
12550;5;20;6;8 M 39;5;;in-8;BOYE, Pierre;Les eaux et forêts en Lorraine au XVIIIe;1909;[d];bon;contient 36 documents
12551;5;20;6;8 M 39;6;;in-8;LORIN Edmond;Cadastre et abornement généraux;1875;[d];bon;contient 36 documents
12552;5;20;6;8 M 39;7;;in-8;FAVIER, J.;Notice sur l'école royale militaire de Pont-à-Mousson 1776-1793;1896;[d];bon;contient 36 documents
12553;5;20;6;8 M 39;8;;in-8;SADOUL, Charles;Patois et folklore de la Lorraine;1909;[d];bon;contient 36 documents
12554;5;20;6;8 M 39;9;;in-8;BOYE Pierre;La compagnie du lévrier blanc au duché de Bar (1416-1422);1903;[d];bon;contient 36 documents
12555;5;20;6;8 M 39;10;;in-8;BENOIT, Louis;Notes sur la Lorraine allemande;s.d.;[d];bon;contient 36 documents
12556;5;20;6;8 M 39;11;;in-8;BONVALOT Edouard;La juveigneurie ou privilège de l'enfant dernier né de l'ancienne Alsace;1901;[d];bon;contient 36 documents
12557;5;20;6;8 M 39;12;;in-8;GERMAIN DE MAIDY Léon;Charte d'affranchissement à la loi de Beaumont du ban d'Aulnois;1881;[d];bon;contient 36 documents
12558;5;20;6;8 M 39;13;;in-8;BEAUPRE;Documents inédits sur la rédaction des coutumes du comté de Vaudémont;1857;[d];bon;contient 36 documents
12559;5;20;6;8 M 39;14;;in-8;LEPAGE, Henri;Les haras de la chaume du ballon et de Vagney;s.d.;[d];bon;contient 36 documents
12560;5;20;6;8 M 39;15;;in-8;GUYOT, Charles;Les derniers temps de la mainmorte en Lorraine, procès des habitants de Virecourt;1888;[d];bon;contient 36 documents
12561;5;20;6;8 M 39;16;;in-8;CHEVELLE C.;Vente à Saint-Mihiel de la cave du commandeur de Marbotte 16-17 février 1786;1903;[d];bon;contient 36 documents
12562;5;20;6;8 M 39;17;;in-8;BOYE Pierre;Les coutumes du baillage de Bar-le-Duc;1905;[d];bon;contient 36 documents
12563;5;20;6;8 M 39;18;;in-8;DUVERNOY Emile & MARICHAL Paul;Lé réforme chronologique dans le marquisat de Nomeny (1582);1920;[d];bon;contient 36 documents
12564;5;20;6;8 M 39;19;;in-8;PILLEMENT P. Dr.;Une querelle de médecins au XVIIIe (université de Pont-à-Mousson);s.d.;[d];bon;contient 36 documents
12565;5;20;6;8 M 39;20;;in-8;HAILLANT;Mesures anciennes des diverses régions vosgiennes;1903;[d];bon;contient 36 documents
12566;5;20;6;8 M 39;21;;in-8;PILLEMENT P. Dr.;Un curieux certificat médical - Dionis et le fœtus mussipontain - la sainte d'Eulement;1909;[d];bon;contient 36 documents
12567;5;20;6;8 M 39;22;;in-8;PIERFITTE Abbé;Deux notes sur l'instruction secondaire avant 1789 dans les Vosges;1899;[d];bon;contient 36 documents
12568;5;20;6;8 M 39;23;;in-8;FRUSSSOTTE G.;Le doyenné de l'église de Verdun;1891;[d];bon;contient 36 documents
12569;5;20;6;8 M 39;24;;in-8;;[dossier];;[d];bon;contient 36 documents
12570;5;20;6;8 M 39;25;;in-8;BOYE Pierre;Les poudres et salpêtres en Lorraine au XVIIIe;1913;[d];bon;contient 36 documents
12571;5;20;6;8 M 39;26;;in-8;BRIQUEL P. Dr.;Deux cahiers inédits de Doléances de 1789 - Vandoeuvre _ Dommarie-Eulmont, Thorey & Estreval;1914;[d];bon;contient 36 documents
12572;5;20;6;8 M 39;27;;in-8;BOYE Pierre;Postes, messageries et voitures publiques en Lorraine au XVIIIe;1907;[d];bon;contient 36 documents
12573;5;20;6;8 M 39;28;;in-8;DUVERNOY Emile ;Une ordonnance de Louis XIV sur la Lorraine et les Trois Evêchés (7 juillet 1643);1908;[d];bon;contient 36 documents
12574;5;20;6;8 M 39;29;;in-8;SOUHESMES de;Un épisode de l'histoire de l'alchimie en Lorraine;1899;[d];bon;contient 36 documents
12575;5;20;6;8 M 39;30;;in-8;FISCHER Dagobert;La dissolution de l'ordre des jésuites en Alsace;1876;[d];bon;contient 36 documents
12576;5;20;6;8 M 39;31;;in-8;PILLEMENT P. Dr.;L'enseignement de l'obstétrique en Lorraine au XVIIIe;1903;[d];bon;contient 36 documents
12577;5;20;6;8 M 39;32;;in-8;HOTTENGER G.;Les salines de Dieuze sous la terreur;1927;[d];bon;contient 36 documents
12578;5;20;6;8 M 39;33;;in-8;BOYE Pierre;Les anciennes coutumes inédites du Bassigny Barrois;1901;[d];bon;contient 36 documents
12579;5;20;6;8 M 39;34;;in-8;SAUCEROTTE Dr.;Les colonies agricoles de jeunes prévenus et la colonie de Gentilly;1867;[d];bon;contient 36 documents
12580;5;20;6;8 M 39;35;;in-8;HOTTENGER G.;Les anciennes salines domaniales de l'Est - Histoire d'un Monopole (1790-1840);1929;[d];bon;contient 36 documents
12581;5;20;6;8 M 39;36;;in-8;CROIX Ch.;Le collège de Commercy sous le premier Empire;1929;[d];bon;contient 36 documents
12582;5;20;6;8 M 39;37;;in-8;DAVILLE Louis;La jeunesse d'un bourgeois à Bar-le-Duc;1929;[d];bon;contient 36 documents
12583;5;20;6;8 M 40;;;in-8;BENOIT, Louis;Etude sur les insitutions communales du Westrich;1866;;bon;
12584;5;20;6;8 M 41;1;;in-8;GERMAIN DE MAIDY Léon;Note complémentaire sur la charte d'affranchissement de Cons-la-Grandville (1248);1878;[d];bon;contient 22 documents
12585;5;20;6;8 M 41;2;;in-8;GERMAIN DE MAIDY Léon;Charte d'affranchissement de Cons-la-Granville;1878;[d];bon;contient 22 documents
12586;5;20;6;8 M 41;3;;in-8;anonyme;Anciennes coutumes du comté de Blâmont;1889;[d];bon;contient 22 documents
12587;5;20;6;8 M 41;4;;in-8;SALMON;Des usages du comté de Dabo;1867;[d];bon;contient 22 documents
12588;5;20;6;8 M 41;5;;in-8;SCHAUDEL L.;Le carnaval sur les bords de la Chiers & des Thonnes;1892;[d];bon;contient 22 documents
12589;5;20;6;8 M 41;6;;in-8;LEMAIRE Frnand & SERRIERE Pol Dr.;Les écoles de Foug à travers les siècles;1912;[d];bon;contient 22 documents
12590;5;20;6;8 M 41;7;;in-8;GILLANT Abbé;L'instruction publique à Clermont-en-Argonne avant la Révolution;1888;[d];bon;contient 22 documents
12591;5;20;6;8 M 41;8;;in-8;MARTIN Eugène Chanoine;Les ermites du diocèse de Toul;1928;[d];bon;contient 22 documents
12592;5;20;6;8 M 41;9;;in-8;GERMAIN DE MAIDY Léon;Chartes concernant Cons-la-Granville affranchissement accordés par Mathieu II;1878;[d];bon;contient 22 documents
12593;5;20;6;8 M 41;10;;in-8;BENOIT A.;La chasse dans le val de Metz et le toulois 1337-1814 (2 exemplaires);1886;[d];bon;contient 22 documents
12594;5;20;6;8 M 41;11;;in-8;GUILLAUME Abbé;Les écoles épiscopales de Toul;1869;[d];bon;contient 22 documents
12595;5;20;6;8 M 41;12;;in-8;LEPAGE, Henri;Notice sur quelques établissements de l'ordre de Saint-Jean-de-Jérusalem situés en Lorraine;1852;[d];bon;contient 22 documents
12596;5;20;6;8 M 41;13;;in-8;SOUHESMES de;Une curieuse coutume à Gerbéviller au Xve;s.d.;[d];bon;contient 22 documents
12597;5;20;6;8 M 41;14;;in-8;GAIN André;L'enseignement de l'obstétrique à Nancy pendant la Révolution;1924;[d];bon;contient 22 documents
12598;5;20;6;8 M 41;15;;in-8;PILLEMENT P. Dr.;La prostitution en Lorraine et en particulier à Nancy du XVI au XVIIIe;1904;[d];bon;contient 22 documents
12599;5;20;6;8 M 41;16;;in-8;BOSSU Louis;Médecins experts et médecine légale au XIVe;1908;[d];bon;contient 22 documents
12600;5;20;6;8 M 41;17;;in-8;JEROME, L. Abbé;La question métropolitaine dans l'église Franque au temps de Charlemagne;1897;[d];bon;contient 22 documents
12601;5;20;6;8 M 41;18;;in-8;PHILIPPOTEAUX A.;Origine et débuts de la draperie Sédanaise 1575-1594;1904;[d];bon;contient 22 documents
12602;5;20;6;8 M 41;19;;in-8;DIDERRICH Emil;Burgsonntag - le dimanche des bures;1928;[d];bon;contient 22 documents
12603;5;20;6;8 M 41;20;;in-8;BENOIT Arthur;Description des drapeaux et étendards des régiments français des anciennes provinces d'Alsace, Franchz-Comté, Lorraine;1874;[d];bon;contient 22 documents
12604;5;20;6;8 M 41;21;;in-8;VIENNE de;Fin du monnayage féodal en France monnaies des ducs de Bourgogne;1897;[d];bon;contient 22 documents
12605;5;20;6;8 M 41;22;;in-8;BOYE Pierre;Les coutumes inédites du comté de Vaudémont;1904;[d];bon;contient 22 documents
12606;5;20;6;8 M 41;23;;in-8;PILLEMENT P. Dr.;L'ancienne faculté de médecine de Nancy (1768-1793);1910;[d];bon;contient 22 documents
12607;5;20;6;8 M 41;;;in-4;Soeurs de Saint-Charles de Nancy;Histoire de la congrégation des soeurs de charité de Saint-Charles de Nancy (tome premier);1898;;bon;
12608;5;20;6;8 M 41;;;in-4;Soeurs de Saint-Charles de Nancy;Histoire de la congrégation des soeurs de charité de Saint-Charles de Nancy (tome II);1898;;bon;
12609;5;20;6;8 M 41;;;in-4;Soeurs de Saint-Charles de Nancy;Histoire de la congrégation des soeurs de charité de Saint-Charles de Nancy (tome III);1898;;bon;
12610;5;20;6;8 M 43;;;in-4;MARCUS, Adolphe;Les verreries du comté de Bitche;1887;;bon;
12611;5;20;6;8 M 45;;;in-8;LIGNIVILLE, Jean de;La meutte et venerie de haut et puissant seigneur messire Jean de Ligniville;1861;;bon;
12612;5;20;6;8 M 46;;;in-8;BOYE, Pierre;Le budget de la province de Lorraine et Barrois;1896;;bon;
12613;5;20;6;8 M 47;;;in-8;LIGNIVILLE, Jean de;La meute et vénerie pour lièvre de Jean de Ligniville;1865;;bon;
12614;5;20;6;8 M 48;;;in-8;GRANDIDIER, Philippe-André;Anecdotes relatives à une ancienne confrairie de buveurs;1864;;bon;
12615;5;20;6;8 M 49;;;in-8;anonyme;Dissertation sur la juridiction respective des évêques et des curés;s.d.;;bon;bnf
12616;5;20;6;8 M 50;;;in-8;THOUVENIN, Théophile-Edmond;Historique général du train des équipages militaires;1900;;bon;
12617;5;20;6;8 M 51;;;in-8;GERARDIN, Jean;Etude sur les bénéfices écclésiatiques aux XVIe et XVIIe siècles;1897;;moyen;
12618;5;20;6;8 M 52;;;in-8;COURCY, Alfred de;De l'assurance par l'état;1894;;bon;
12619;5;20;6;8 M 53;;;in-8;GAROT, Laurent;Le monopole universitaire dévoilé;1840;;bon;
12620;5;20;6;8 M 54;;;in-8;MAUDRU, Jean-Antoine;Réponses de M. l'évêque du département des Vosges à diverses questions qui lui ont été faites par des ecclésiastiques et des fidèles de son diocèse dans le cours de ses visites, sur les principaux points de la nouvelle Constitution, ou le légitime usage d;1792;;bon;
12621;5;20;6;8 M 55;;;in-8;BOUCHOTTE, Pierre-Paul-Alexandre;Observations sur l'accord de la raison et de la religion pour le rétablissement du divorce, l'anéantissement des séparations entre époux, et la réformation des loix relatives à l'adultère;1790;;bon;
12622;5;20;6;8 M 56;;;in-8;FAUCHET, Claude;De la religion nationale;1789;;bon;
12623;5;20;6;8 M 57;;;in-8;PETIT, Emilien;Dissertation sur la tolérance civile et religieuse en Angleterre et en France;1778;;bon;
12624;5;20;6;8 M 58;;;in-8;MARION, Albert;L'abbé régulier sacré évêque;1739;;bon;
12625;5;20;6;8 M 59;;;in-8;[ordre de prémontré];Statuta candidi et canonici ordinis Praemonstratensis renovata ac anno 1630 a capitulo generali... imposita. Editio secunda;1725;;bon;
12626;5;20;6;8 M 60;;;in-8;[France];L'organisation divisionnaire de 1788;1901;;moyen;
12627;5;20;6;8 M 61;;;in-8;anonyme;Statuta canonicorum regularium congregationis salvatoris nostri;1769;;bon;bnf
12628;5;20;6;8 M 62;;;in-8;VANSON, Charles-Victor;Valcour et les missionnaires diocésains;1882;;bon;
12629;5;20;6;8 M 63;;;in-8;Léon X;Règle du troisième ordre de Saint François;1754;;bon;
12630;5;20;6;8 M 64;;;in-12;anonyme;Eclaircissement sur l'antiquité, la dignité cléricale et jugements rendus au droit des chanoines réguliers;1700;;bon;bnf
12631;5;20;6;8 M 65;;;in-12;Soeurs de la providence de Portieux;Statuts des soeurs de la providence;1826;;bon;
12632;5;20;6;8 M 66;;;<in-12;PETITDIDIER;Traité de la clôture des maisons religieuses de l'un et de l'autre sexe;1742;;bon;bnf
12633;5;20;6;8 M 67;;;<in-12;Eglise catholique. Diocèse (Metz);Codex selectorum canonum ecclesiae metensis;1699;;bon;
12634;5;20;7;8 M 68;;;<in-12;PETIT-DIDIER, Jean-Joseph;Dissertation théologique et canonique sur les prests pas obligation stipulative d'interest usitez en Lorraine et Barrois;1745;;bon;
12635;5;20;7;8 M 69;;;<in-12;anonyme;Lettre à un amy;s.d.;;bon;
12636;5;20;7;8 M 70;;;<in-12;RETHELOIS, Alphonse;Claire et véritable explication de l'estat présent de tout l'ordre séraphique des frères mineurs;1648;;bon;
12637;5;20;7;8 M 71;;;in-8;anonyme;Précis historique de la congrégation des religieuses de Saint-Charles;1845;;bon;
12638;5;20;7;8 M 72;;;<in-12;Léopold I;Règles de la maison de orphelins de Nancy;1720;;bon;
