id,id_texte,commentaires
146,146,"146. « Mémoires sur les antiquités de l'arrondissement de Château-Salins, par P. Dupré. »/1. Page 5. Marsal, 1821. - 37 pages. 2. Page 1. Moyenvic, 1824. - 39 pages. Ces Mémoires ont été imprimés à Paris en 1829. XIXe siècle. Papier. 337 sur 212 millim. A la fin un plan de Moyenvic. Cartonné."
147,147,"147. « Remise de l'hommage de Chaté-sur-Moselle, 29 juin, 1518. »/Fol. 1. « Francoys par la grace de Dieu roy de France ... » -- Fol. 6. « Donné à Angers le pénultième jour de juin ... » V° « Extraict des registres des ordonnances royaux ...)/XVIe siècle. Parchernin. 6 feuillets. 328 sur 260 millim. Cartonné."
148,148,"148. Recherches historiques sur Dagsbourg, aujourd'hui Dabo./Fol. 4. « Origine du château de Dagsbourg. »  Fol. 9. Généalogies./XIXe siècle. Papier. 30 feuillets. 205 sur 165 millim. D. rel."
149,149,"149. Recueil de pièces relatives au protestantisme à Lixheim et à Fénétrange./Fol. 1. Consultation à propos de la chapelle de Saint-Léonard. - Fol 9. « Mémoire contenant au juste ce qui s'est passé à Lixheim au sujet des gens de la prétendue religion protestante. »  Fol. 15. « Liste des personnes de la religion prétendue réformée qui ont été baptisées dans l'église de Lixheim de 1658 à 1713. »  Fol. 40. « Mémoire de ce qui s'est passé au sujet de la religion depuis l'introduction de l'hérésie de Luther en la ville et baronie de Fenestrange ...»  Fol. 48. « Extrait du registre des audiences du greffe du bailliage de Fénestrange. 1743. »  Fol. 62. « Mémoire sur « l'exercice de la religion catholique dans le comté de Sarrewerden depuis la paix de Riswick, 1697, jusqu'à la mort de Louis XIV. » -- Passim, plusieurs lettres et autres pièces de moindre étendue./XVIIIe siècle. Papier. 81 feuillets de dimensions diverses, dans un cartonnage de 354 sur 220 millim."
150,150,"150. Notice sur l'église collégiale Saint-Claude de Haussonville. 1435-1715./Fol. 5. « Fait par moy ... prévot de ladite église ... le 6 juillet 1715, signé Bertrand. »/XVIIIe siècle. Papier. 5 feuillets. 324 sur 223 millim. Broché."
151,151,"151. « Siège de La Mothe en Lorraine, mars (de l'année) 1634 », par du Boys de Riocour./Copie faite par M. Marchal.  Fol. 68. « Plan de La Mothe. 1645. ) - Imprimé en 1841 et en 1861./XIXe siècle. Papier. 68 feuillets. 350 sur 210 millim. Cartonné."
152,152,"152. « Pied de terre des ascensements du ban de Lonchamps, auxquelz S. A. prend la moictié contre l'église Sainct-Pierre de Remiremont pour l'autre moictié recongnus et arpentez par les auditeurs Rennel et Bardin. » 1596-1599./XVIe siècle. Papier. 60 feuillets. 327 sur 220 millim. Cartonné.  (Pour mesdames. Coté 000.)"
153,153,"153. « Croniques de Metz depuis sa fondation, et de ce qui y est arrivé de plus reinarquable », attribuées en partie à J. Chatelain. Copie de la main de J. Duplessis./Page 276. Table sommaire. - Page 297. « Supplément et addition à la Cronique de Metz ... depuis l'an 1582 » jusqu'en 1690./XVIIe siècle. Papier. 303 pages. 210 sur 162 millim. Rel. parchemin."
154,154,"154. « Histoire ecclésiastique et civile de la ville et du diocèse de Metz, » par le P. Benoit Picart. Ms. autographe./Page 1. Préface. - Page 17. « Livre I. » Renferme 66 chapitres. - Page 280. « Livre II. » 46 chapitres, dont quelques-uns incomplets, comprenant les évêques 1er à 22°. - Page 604. « Livre III. » 17 chapitres comprenant les évêques 230 à 41e. Le 17°, consacré à Adwence, 41° évèque, est incomplet. Il manque également ce qui est relatif aux 4 évêques suivants : Wala, Robert, Wigeric et Bennon. - Page 882. « Livre IV. » 8 chapitres comprenant les évêques 46° à 53o. La vie de ce dernier est incomplète. Le livre V manque tout entier. - Cf. Mémoires de la Société royale des Sciences, Lettres et Arts de Nancy, 1844, p. 116./XVIIe siècle. Papier. 1053 pages. 323 sur 210 millim. Les pages 803 à 881 manquent. Rel. veau et parchemin.  (J. Lamoureux.)"
155,155,"155. « Dissertation historique sur la ville de Nancy. Composée en 1619 par M. le président de Rennel, augmentée et conduite jusqu'à l'année 1752 par J.-F. Nicolas. »/-- 43 - Page 1. Avant-propos. Nancy au temporel. -- Page 33. Nancy au spirituel. - Page 183. « Edit d'établissement d'un mont de Piété à Nancy. 1630. »  Page 184. « Quelques pièces importantes concernant la ville de Nancy, tirées d'un vieux registre ... le tout relatif à la paroisse Saint-Sébastien. » Cette dernière partie est de la main de l'abbé Marchal.  Cf. Dom Calmet, Notice de la Lorraine, t. II, col. 5, 69 et 70./XVIIIe et XIXe siècles. Papier. 255 pages. 270 sur 208 millim. Nombreuses notes de Du Pont de Romémont et de Marchal. D. rel. basane."
156,156,"156. « Etat des maisons de la ville et des fauxbourgs de Nancy, par paroisses, rues et numéros ... 1767. »/Exemplaire de l'imprimé dans lequel on a ajouté, à la main, le nom des propriétaires de chaque maison./XVIIIe siècle. Papier. 235 pages. 178 sur 107 millim. Broché."
157,157,157. « Abbatis Laurentii Marescalli animadversiones in Historiam urbis Nanceianæ Cayonensem ; cum Cayonensibus plurimis eximiisqne observationibus. » 1847./XIXe siècle. Papier. 10 feuillets. 400 sur 257 millim. Les remarques de M. Marchal sont à l'encre noire et les observations de M. Cayon à l'encre rouge. Cartonné.
158,158,"158-159. Recueil de pièces relatives à la ville de Nancy. Nombreuses copies, quelques originaux./158. Plus de cent pièces, dont les principales sont : Fol. 1. « Privilège pour la ville de Nancy donné par le duc René II, du 13 juin 1497, extrait d'une copie tirée sur l'original, »  Fol. 4. « Règlement du duc Charles III pour la police de Saint-Dizier-lès-Nancy. 1584. » - Fol. 20. « Réduction des mesures pour les grains de différents lieux ... à celle de Nancy.)  Fol. 37. « Règlement de S. A. sur la charge de gouverneur de Nancy, 1600.)  Fol. 44. Pièces relatives à l'église Saint-Sébastien  Fol. 51. Remontrances des régents d'école. - Fol. 68. Construction des magasins à blé, 1755. Plans et devis.  Fol. 86. « Visite de l'église de Saint-Epvre, 1756.)  Fol. 96. « Concession de terrains et bâtiments en faveur de la ville de Nancy, 1759. » Fol. 148. « Règlement du séminaire des maîtres d'école. »  Fol. 159. « Projet d'empêcher la mendicité dans la ville. »  Fol. 199. Extraits du registre des délibérations des représentants de la commune de Nancy, 1790.  Fol. 226. « Recrutement. 1793.) --- Fol. 242. « Etat des effets et ustensils en or et en argent employés au service du culte dans les églises et chapelles. » 1792.  Fol. 255. « Les adieux de Chevrier. »"
159,159,"158-159. Recueil de pièces relatives à la ville de Nancy. Nombreuses copies, quelques originaux./159. 203 pièces, dont les principales sont: Fol. 1. « Eclaircissements donnés ... pour l'élection de la municipalité, » 1790. - Fol. 31. Listes des religieux composant les différentes communautés de Nancy, 1792. -- F. 58. Pièces sur la fondation du Refuge. -- Fol. 73. « Etat d'emploi de la somme de 20,000 fr. accordée pour les fêtes de l'impératrice Marie-Louise, 1810. » --- Fol. 121. Enquête faite à Nancy à propos de l'attentat contre l'empereur en 1806.  Fol. 136. « Etat nominatif des prisonniers civils espagnols » à Nancy, 1812./- Fol. 154. Programmes et dépenses des fêtes publiques, 1819-1829.  Fol. 210. Pièces relatives à l'enseignement primaire, 1816-1823. XVIIIe-XIXe siècles. Papier. 266 et 367 feuillets de dimensions diverses, dans des cartonnages de 382 sur 240 millim."
160,160,"160. « Rolle général des bourgeois et habitans des deux villes et fauxbourgs de Nancy, fait au mois de décembre 1738. »/Fol. 6. « Paroisse Notre-Dame ». Chaque paroisse est divisée en : Clergé, noblesse, tiers-état ; ce dernier subdivisé en : exempts, contribuables, pauvres, religionnaires et juifs. -- Fol. 138. Tableau récapitulatif signé : « Furston scripsit. »/XVIIIe siècle. Papier. 138 feuillets. 340 sur 230 millim. Au fol. 4, les armes et au fol. 5, le plan de la ville. Rel. veau."
161,161,"161. « Cens de la ville de Nancy. » 1775-1778./Fol. 92. « Droits régis. Droits des nouveaux entrans. » --- Fol. 94. Droit de han des corps de métiers, 1775-1778./XVIIIe siècle. Papier. 114 feuillets. 330 sur 220 millim. Les fol. 25 à 43 ont été reliés à la fin du volume. Cartonné."
162,162,"162. Registre des recettes et des dépenses pour la maison de charité et d'instruction de la paroisse SaintVincent-Saint-Fiacre de Nancy, fondée par M. l'abbé de Ravinel. 13 février 1783-30 messidor an II./XVIIIe siècle. Papier. 50 feuillets. 350 sur 220 millim. Quelques feuillets en blanc. Cartonné."
163,163,163. « Extrait des ordonnances de police » pour la ville de Nancy. 1731-1768./Fol. A. Table. -- Page 1. « Fonctions des commissaires de police. »  Page 56. « Construction de bâtiments. »/XVIIIe siècle. Papier. 58 pages. 340 sur 210 millim. Cartonné.
164,164,164. « Compte des recettes et dépenses de la fabrique de la paroisse Saint-Nicolas de Nancy. » 1814./XIX. siècle. Papier. 10 feuillets. 363 sur 230 millim. Broché.
165,165,"165. Visite des bâtiments et inventaire des effets, machines, etc., du théâtre de Nancy, 1790-1804. Nomination des directeurs, 1810-1831./XVIII-XIXe siècles. Papier. 140 feuillets de dimensions diverses, dans un cartonnage de 400 sur 255 millim."
166,166,"166. Recueil de pièces sur la succursale de Saint-Pierre de Nancy, formé par M. Marchal, qui en a été desservant de 1846 à 1858./XVIIIe et XIXe siècles. Papier. 407 feuillets de dimensions diverses, dans un cartonnage de 364 sur 230 millim."
167,167,"167. Documents sur les tombeaux du P. Hugo, à Etival, et de Dom Calmet, à Senones, 1868./Lettres de MM. Joly et Fontaine. Inscriptions./XIXe siècle. Papier. 10 feuillets de dimensions diverses, dans un cartonnage de 285 sur 210 millim."
168,168,"168. Recueil de pièces relatives à l'Université de Pont-à-Mousson. .. 1. Fol. 1. « Instrumentum consensûs pro applicatione ecclesiæ et domûs hospitalis S. Antonii Mussi- Pontan collegio Societatis Jesu inibi erigendo... »  Fol. 6. « Procès-verbal de visite faite dans l'église Saint-Antoine de Pont-à-Mousson, le 12 juin 1603. » -- Fol. 12. « Les grandes obligations que la compagnie (de Jésus)... aux ducs de Lorraine... Ceci est tiré d'un ms. qui a pour titre Abrégé des éloges... ) - Copies du XVIIe, du XVIIIle et du XIXe siècles. -- 35 feuillets. 12. « Réfutation des calomnies... » Factum imprimé au sujet de l'établissement des Jésuites dans la maison des Antonistes. ». -- 76 et 12 pages. | 3. Lettre du doyen de la Faculté de théologie de Paris aux théologiens de Pont-à-Mousson. 1730. - 4 feuillets./Papier. Pièces de dimensions diverses dans un cartonnage de 324 sur 220 millim."
169,169,"169. Recueil de pièces, imprimées et manuscrites, relatives à Saint-Nicolas-du-Port. . Fol. 1. « État de l'affaire des pauvres habitans de S. Nicolas en Lorraine. » 1635. Imp.- Fol. 5. « Extrait d'un abrégé d'histoire de Lorraine manuscrite, composée par un jésuite de l'Université de Pont-à-Mousson, et qui a séjourné dans la maison de S. Nicolas... 1666. » :- Fol. 13. « Le grant pardon général de Saincte Trinité... » Epreuve sortie des presses du P. Jacobi, imprimeur à S. Nicolas au commencement du xvio siècle. --- Fol. 22. « Transport miraculeux de M. de Richecourt, gentilhomme lorrain. » - Fol. 28. « Saint Nicolas. Esquisse bibliographique. »  Fol. 38. « Copie des affaires de la ville de Saint-Nicolas, 1582. »  Fol. 71. Testament de Nicolas André, chapelain de Chardogne, 1529. --- Fol. 75. « Déclaration des droits de l'abbaye de Saint-Epvre à Saint-Hilaire, à Ville-en-Vermois... »/XVIe-XIXe siècles. Papier. 103 feuillets de dimensions diverses, dans un cartonnage de 456 sur 317 millim."
170,170,"170. « Les Mémoires du sieur Jean du Pasquier, syndic de la ville de Toul. »/Copie faite par J.-B.-A. Marchal sur le manuscrit original qui se trouve à la Bibliothèque publique de Nancy, n° 950 du catalogue de 1886. Cf. Mémoires de la Société d'Archéologie lorraine, 1866, p. 15; et ce qu'en ont publié MM. Daulnoy et Pillement, à Toul, en 1878. -- Fol. 60. Notes sur l'Histoire de Toul du P. Benoit Picard./XVIIIe et XIXe siècles. Papier. 78 feuillets. 333 sur 220 millim. Cartonné."
171,171,"171. « Necrologium ecclesiæ cathedralis (Tullensis) renovatum anno 1748. » Copie faite par les soins de M. Lemercier de Morière./Cf. Archives départementales. Meurthe-et-Moselle. Série G, no 110./XIXe siècle. Papier. 63 feuillets. 340 sur 220 millim. Cartonné."
172,172,"172. Recueil de mémoires, reçus et autres pièces de comptabilité, à la décharge de D. Menginot, pour la ville de Toul, 1681-1686./XVIIe siècle. Papier. 75 feuillets de dimensions diverses, dans un cartonnage de 260 sur 205 millim."
173,173,"173. « Mémoire pour la ville et cité de Toul, sur le reculement à la frontière, des barrières de l'intérieur du royaume. Novembre 1787. »/XVIIIe siècle. Papier. 32 pages. 212 sur 133 millim. Broché.  (Thouvenin.)"
174,174,"174. « Rapports sur l'esprit public dans la place de Toul et les campagnes environnant cette place, et renseignements sur tout ce qui peut en général intéresser  le service du roi, » du 29 décembre 1816 au 1er janvier 1819./XIXe siècle. Papier. 9 feuillets. 330 sur 212 millim. Broché."
175,175,"175. « Précis historique de la ville et de l'abbaye de Saint-Mihiel, par P.-M. (Mârin), 1779. »/Page 1. Dédicace (signée) à la marquise de Choisy. - Page 17. « Origine de la ville... de Saint-Mihiel. »/XVIIIe siècle. Papier. 54 pages. 186 sur 120 millim. Broché."
176,176,176. Comptes des recettes et dépenses faites par le village de Varangéville. 1767-1769./XVIIIe siècle. Papier. 17 feuillets. 330 sur 215 millim. Cartonné.
177,177,"177. Extraits des registres de l'état civil de Saint-Max. Naissances et mariages de 1723 à 1812, par Deschiens./XIXe siècle. Papier. 27 feuillets. 233 sur 185 millim. Broché."
178,178,"178. Recueil de documents imprimés et manuscrits sur différentes maisons et terres de Lorraine./Fol. 1. Maison d'Alençon.  Fol. 11. De Bauffremont.  Fol. 45. Terre de Fléville.  Fol. 60. Marquisat de Blainville. --- Fol. 72. Comté de Bouzey. - Fol. 95. Marquisat de Craon. - Fol. 100. Marquisat de Custine. - Fol. 104. Comté de Guise.  Fol. 115. Maison du Hautoy./XVIIIe siècle. Papier. 167 feuillets de dimensions diverses, dans un cartonnage de 295 sur 215 millim."
179,179,"179. « Notice biographique et littéraire sur F.-X. Breyé, » par A. Digot./Imprimée dans le Journal de la Société d'Archéologie lorraine, 1859, pp. 121-139./XIXe siècle. Papier. 16 pages. 335 sur 210 millim. Cartonné."
180,180,"180. Recueil de pièces concernant le sieur François-Antoine Chevrier./Fol. 1. « Les adieux de Chevrier. »  Fol. 5. « Mémoire pour Chevrier contre le substitut du procureur général de Nancy. »  Une table indique deux autres pièces qui manquent../XVIIIe siècle. Papier. 9 feuillets de dimensions diverses, dans un cartonnage de 365 sur 225 millim."
181,181,"181. Recueil de pièces concernant l'abbé Philippe Claude, curé de Sainte-Marie-aux-Mines , de Herbéviller, etc., 1761-1823./XVIIIe et XIXe siècles. Papier. 49 feuillets de dimensions diverses, dans un cartonnage de 360 sur 243 millim."
182,182,"182. « Essai sur la vie de M. Drouas, évêque et comte de Toul », par M. Villemin, curé de Vallois. Copie./Au-dessous du titre : « Ce manuscrit m'a été remis le 18 juin 1790 », Camus, vicaire général de Nancy. - Fol. 60 vo. Quelques pièces relatives au clergé du département de la Meurthe. | XIXe siècle. Papier. 66 feuillets. 210 sur 162 millim. Cartonné."
183,183,"183. « Essai sur la vie de M. Drouas, évêque et comte de Toul, 1790 », par M. Villemin, curé de Vallois./Copie faite par M. Marchal. --- Fol. 39. Copie d'une lettre du 8 juillet 1790, à M. Camus, vicaire général, par M. Villemin, sur l'affaire du curé de Ludre.  Fol. 41. Lettre du 4 août 1757, de M. François, vicaire de Saint-Epvre de Nancy, à M. Drouas, évêque de Toul, au sujet de la mort du curé de Ludre./XIXe siècle. Papier. 43 feuillets. 333 sur 210 millim. On y a joint : au commencement, le portrait et l'ex libris gravés de M. Drouas, avec une inscription funèbre en son honneur; à la fin, d'autres inscriptions imprimées. Cartonné."
184,184,"184. « Origine de la maison du Hautoy et documents inédits sur Clémery dit du Hautoy », par de la Hautoy./XIXe siècle. Papier. 27 feuillets de dimensions diverses, dans un cartonnage de 250 sur 190 millim."
185,185,"185-186. « Papiers concernant la famille de Fiquelmont, seigneur de Parroye. »/Mémoires et factums, inventaires après décès et pièces diverses./XVIIe et XVIIIe siècles. Papier. 234 et 371 feuillets de dimensions diverses, dans des cartonnages de 364 sur 234 millim."
186,186,"185-186. « Papiers concernant la famille de Fiquelmont, seigneur de Parroye. »/Mémoires et factums, inventaires après décès et pièces diverses./XVIIe et XVIIIe siècles. Papier. 234 et 371 feuillets de dimensions diverses, dans des cartonnages de 364 sur 234 millim."
187,187,"187. « Instructio pro conficiendo processu remissoriali super virtutibus et miraculis in specie venerabilis servi Dei, Petri Fourier. »/XVIIIe siècle. Papier. 58 feuillets. 310 sur 192 millim. Couv. parchemin."
188,188,"188. Recueil de pièces, imprimées et manuscrites, relatives au B. P. Fourier./Parmi les pièces manuscrites, les principales sont :/Fol. 3. Lettre du prévôt des chanoines de Blâmont signalant un miracle de P. Fourier, 1673.  Fol. 8. « Mémoire de ce que l'on sait de feu notre révérendissime Père instituteur. »  Fol. 88. « Certificat de l'exil des calvinistes de la terre de Salm et Badonviller, 1625. » --- Fol. 94. « Relation de solennités que l'on a faites à Rome pour la béatification du B. P. Fourier... Traduction de l'italien. »  Fol. 100. « Remarques de la vie du R. P. Pierson Fourier. » -- Fol. 103. « Copie de la cérémonie que M. Bégon a faite pour l'exhumation du corps du B. H. P. » Fourier./XVIIe et XVIIIe siècles. Papier. 146 feuillets de dimensions diverses, dans un cartonnage de 338 sur 225 millim."
189,189,"189. « Relation du Baron Hennequin, de sa prison de la Bastille, à dame de Gellenoncourt sa belle fille. » 1673-1674./Fol. 1. Historique de la réclusion.  Fol. 7. Description de la Bastille. - Fol. 8. Détails sur la vie des prisonniers.  Fol. 45./Conclusions de l'auteur./XVIIe siècle. Papier. 52 feuillets. 210 sur 160 millim. Cartonné."
190,190,"190. « Vie abrégée de M. Charles Lambert, prêtre, curé de Buissoncourt, » par Elquin./Fol. 65. Testament (imp.) de C. Lambert./XIXe siècle. Papier. 68 pages. 211 sur 170 rnillim. Trois portraits gravés. Cart.  (Abbé Michel en 1822.)"
191,191,"191. Recueil de mémoires et de notes pour servir à l'histoire de saint Léon IX./1. « Des comtes de Dagsbourg. » - 13 pages./2. « Lieu de naissance de saint Léon IX. » - 32 pages./3. « Dissertations sur le chateau de Dagsbourg, 1850.»  30 et 42 pages./4. « Notice sur la famille de Dagsbourg.) -- 58 pages. 5. Notes diverses.  96 feuillets./XIXe siècle. Papier. Feuillets de dimensions diverses, dans un étui de 348 sur 210 millim."
192,192,"192. « Apposition des scellés et inventaire fait au décès de M. François-Maximilien duc de Tenczyn Ossolinski. » 2 juillet 1756./Fol. 28 vo. « Inventaire fait par nous Nicolas Gaspard de Thomassin... » - Fol. 31. «Pierreries », orfèvrerie. -- Fol. 75. « Armes. »  Fol. 78. « Draps et étoffes de différentes façons. » - Fol. 90. « Médailles. » - Fol. 97 et 243. « Portraits et tableaux. »  Fol. 103 vo. « Meubles. » --- Fol. 134. « Livres. »  Fol. 186. « Appartement de Mme la duchesse. » - Fol. 205 vo. « Toilette riche. »  Fol. 257. « Livres de la bibliothèque de Mme la duchesse. » - Fol. 317. « Titres et papiers. »/XVIIIe siècle. Papier. 346 feuillets. 312 sur 195 millim. Rel. veau."
193,193,"193. « L'origine de bataille et chevallerie, avec l'invention des couleurs d'armoyrie nouvellement composée en rithme francoyse, et dédiée à ... Anthoine ... duc de Lorrayne ... par Emond du Boullay ...»/Fol. 3. Dédicace.  Fol. 5. « S'ensuit le catalogue des matières ... déduictes par quatorze chapitres. »  Fol 6. « Que c'est de bataille. Chapitre I.»  Fol. 35. « La manière de faire ung chevallier. Chapitre 14.»  Fol. 36 vo. « Fin. En esperant. 1543. » ---- Imprimé dans le Recueil de documents sur l'histoire de Lorraine (t. IV). Nancy, 1859.  Cf Journal de la Société d'Archéologie lorraine, 1855, p. 36./XVIe siècle. Parchemin. 36 feuillets. 245 sur 165 millim. --- Fol. 1 vo. Armoiries peintes du duché de Lorraine. Lettres dorées. Rel. veau brun. Filets à froid et dorés.  (Affrican de Bassompierre. - Royer, 1693. - Bruges 1735. - De Metz-Noblat, 1820.)"
194,194,"194. Nobiliaire général de Lorraine./Fol. A. « Privilèges de l'ancienne chevalerie ... par lettres patentes de René I. 1430. Sommaire. » (De la main de Du Pont de Romémont.) - Page 1. « Ancienne chevalerie. »  Page 42. « Liste des nobles faits par Ren? I. » - Page 235. « Les anoblis par le duc François III. » - Page 245. « Table alphabétique. »/XVIIIe siècle. Papier. 264 pages. 333 sur 215 millim. Rel. veau.  (Baronne de Châtillon, 1837.)"
195,195,"195. « Armorial général de la Lorraine , comprenant l'ancienne chevalerie, les gentilshommes de noms et d'armes ... par le baron de Lalance. 1834. /A la fin : Fragments d'une généalogie de la maison de Lalance./XIXe siècle. Papier. 313 et 10 pages. 174 sur 102 millim. Rel. parchemin."
196,196,"196. « Armoiries des ducs et duchesses de Lorraine, à commencer à Gérard d'Alsace. »/Fol. 2. « Première branche. »  Fol. 5 vo. Note sur la croix de Lorraine./XIXe siècle. Papier. 5 feuillets. 380 sur 248 millim. Armoiries dessinées à la plume. Cartonné."
197,197,"197. « Armorial de l'ancienne chevalerie de Lorraine, » par J. Cayon, 1851./Armoiries extraites de l'ouvrage publié par cet auteur en 1850, montées en album, coloriées par M. de Saint-Florent et retouchées par J. Cayon./XIXe siècle. Papier. 46 feuillets. 555 sur 370 millim, Quelques miniatures. Cartonné."
198,198,198. « Recueil des armes de la noblesse des duchés de Lorraine et de Bar ... »/Ne renferme que dix-huit familles de l'ancienne chevalerie./XIXe siècle. Papier. 20 feuillets. 230 sur 150 millim. Frontispice et armoiries coloriées. Broché.
199,199,"199. « Rolle de la noblesse de Lorraine et Barrois et pays appartenants aux ducs de Lorraine. »/Page 1. « Recueil des seigneurs de l'ancienne chevalerie. »  Page 11. Anoblis des ducs. - Page 179. « Anoblis par les évêques de Metz, Toul et Verdun. » - Page 181. « Mémoire de ceux qui ont été déclarés gentilshommes.)  Page 185. « Rolle de ceux qui se qualifient escuyers. ) - Page 195. « Alphabet des nobles contenus en ce livret. »/XVIIIe siècle. Papier. 252 pages (les pages 119 à 178 sont en blanc). 205 sur 152 millim.  (Boiselle.)"
200,200,"200. Recueil./Fol. 1. « Noblesse lorraine signant dans les actes publics. Extrait d'un manuscrit de Mory d'Elvange. »  Fol. 35. « Prêtres du diocèse de Nancy en exil. » 1793. - Fol. 41. « Liste des prêtres détenus aux Tiercelins », aux Carmélites, aux Cordeliers.  Fol. 48 vo. « Liste des personnes ... détenues dans la maison d'arrêt des ci-devant Prêcheresses », en la maison de Refuge de Nancy. - Fol. 70. « Liste des... prêtres de Nancy qui... ont signé la formule de rétractation en 1824. » -- Fol. 72. « Copie du testament de M. J.-B. Collet, curé de Voinemont, décapité le 25 octobre 1793 ... »/XVIIIe et XIXe siècles. Papier. 73 feuillets (les fol. 8 à 34 sont en blanc). 202 sur 125 millim. Cartonné."
201,201,201. Recueil. Noblesse de Lorraine./1. « Les gentilshommes de l'ancienne chevalerie. Les blasons de leurs armes. »  7 feuillets./2. « Noms et surnoms des nobles de Lorraine et Barrois lesquels ont esté déclarés gentilshommes. »  10 pages. | 3. « Extrait du livre intitulé: Le hérault d'armes de Lorraine et Barrois ... qui se trouve à la Bibliothèque publique de Nancy. »  14 pages./XVIIIe et XIXe siècles. Papier. 240 sur 155 millim. Cart.
202,202,"202. Recueil de mémoires héraldiques./Fol. 1. « Traité des armoiries des ducs et des princes de Lorraine, et des ordres de chevalerie qu'ils ont institués. »  Fol. 35. Des armoiries en général. - Fol. 48. « Des armoiries de France. »  Fol. 54 vo. « Des armes de Navarre. » -- Fol. 59. « Origine de quelques armoiries. » De la même main que le n° 41./XVIIe siècle. Papier. 75 feuillets. 2517 sur 184 millim. Quelques dessins. Plusieurs notes marginales. Cartonné."
203,203,"203. « Extract des nobles de Lorraine soubs le règne de René d'Anjou... duc de Lorraine. »/Sur la garde du premier plat : « Extraict ... suivant la copie du s. de Vallée seigr d'Ainsviller, copié par moy Dominique Thabouret baron de Macheville ... 1687. »  Fol. 1. Anoblissement de 1382.  Fol. 85. Anoblissements de 1634.  Fol. 86. « Liste des régiments de Son Altesse ... »/XVIIe siècle. Papier. 88 feuillets. 200 sur 165 millim. Fol. 88. Armes de la famille de Thabouret. Rel. parchemin."
204,204,"204. Recueil de quartiers généalogiques./Fol. A. « Le présent recueil renferme soixante-sept familles (lorraines) avec leurs alliances. » - Fol. 1. Armes des empereurs, des rois, des ducs, etc. - Fol 14. Famille de Salm./XVIIe siècle. Papier. 86 feuillets. 313 sur 210 millim. Armoiries coloriées. Rel. parchemin."
205,205,"205. « Les sceaux des évêques de Toul, depuis l'an 1136 jusqu'à la Révolution française, avec quelques facsimile de leurs signatures », par M. Morel. 1842./Fol. 57. « Sceaux des évêques de Nancy, depuis 1774 jusqu'en 1824. »  Fol. 64. « Sceaux du Chapitre de la cathédrale de Toul. »/XIXe siècle. Papier. 68 feuillets. 249 sur 188 millim. Dessins à la mine de plomb et quelques gravures. Tem, reliure."
206,206,"206. « Remarques qui peuvent servir d'introduction 58 - à la science des médailles et de supplément à la Notice de la collection métallique de l'Académie de Nancy ... que j'ai publiée en 1784 ...», par Mory d'Elvange./XVIIIe siècle. Papier. 92 pages. 220 sur 144 millim. Couv. en peau."
207,207,"207. Recueil de documents relatifs aux monnaies./Fol. 1. « Compendiaria expositio ponderum, pecuniarum, mensurarum de quibus mentio apud Livium occurrit. ) -- Fol. 12. Tarif de la valeur des monnaies de 1532 à 1580. --- Fol. 29 vo. Tarif de 1113 à 1427.  Fol. 56. « Valeur des espèces d'or et d'argent, depuis les édits de 1640 et 1689. » - Fol. 75. « Change de Nancy sur Paris. 1708-1726. »  Fol. 84. « Explication des marques et empreintes des louis d'or et d'argent fabriqués depuis l'édit du mois de septembre 1640. » - Fol. 109. « Recueil des édits des monnoies et variations des espèces d'or et d'argent ... arrivées en Lorraine depuis l'entrée de ... Léopold I, 1698 », jusqu'en 1729./XVIIIe siècle. Papier. 132 feuillets. 296 sur 220 millim. Cartonné.  (Du Pont de Romémont.)"
208,208,"208. « Valeur des espèces d'or et d'argent en Lorraine, depuis le 6 juillet 1698 jusqu'à présent. »/S'arrête en 1715. XVIIIe siècle. Papier. 21 feuillets. 243 sur 197 millim. De la main de Du Pont de Romémont, Broché."
209,209,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/209. Carton 1 et 2. Cartulaires intitulés Mariages  de la maison de Lorraine.  France pour les régales du Barrois.  57 et 57 feuillets.
210,210,"209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/210. Carton 17. Saint-Mihiel, Saint-Dié ... SaintNicolas.  162 feuillets."
211,211,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/211. Carton 20. Sierck ... Souilliers.  145 feuillets.
212,212,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/212. Carton 22. Verdun ... Vaudémont.  83 feuillets.
213,213,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/213. Carton 23. Dettes d'Etat.  41 feuillets.
214,214,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/214. Carton 24. Ligny. -- 59 feuillets.
215,215,"209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/215. Carton 26. Fénétrange ... Fiefs, dénombrements de divers lieux.  156 feuillets."
