N° épi,N° travée,N° tablette,Auteur,Titre,Année,Cote,Etat,métrage ou commentaire,Carton
43,2,0,MISSET E.,Jeanne d'Arc Champenoise - Réponse à sa grandeur Monseigneur Turinaz,1899,Non côté,bon,,97
43,2,0,MISSET E.,Jeanne d'Arc Champenoise - Petite réponse d'un Champenois à trois Lorrains,1897,Non côté,bon,,97
43,2,0,MISSET E.,Jeanne d'Arc Champenoise - Réponse à M. Poinsignon,1895,Non côté,bon,,97
43,2,0,MISSET E.,Jeanne d'Arc Champenoise - Deuxième réponse à M. l'abbé L'Hote,1895,Non côté,bon,,97
43,2,0,MISSET E.,Jeanne d'Arc Champenoise - Première réponse à M. l'abbé L'Hote,1895,Non côté,bon,,97
43,2,0,MISSET E.,Jeanne d'Arc Champenoise - Réponse à M. Ch. Petit-Dutaillis,1898,Non côté,bon,,97
43,2,0,GEORGES E. (abbé),Jeanne d'Arc est-elle Champenoise ou Lorraine ?,1882,Non côté,bon,,97
43,2,0,GEORGES E. (abbé),Quelques documents nouveaux relatifs à la nationalité de Jeanne d'Arc,1892,Non côté,bon,,97
43,2,0,BADEL E.,Jeanne d'Arc est lorraine,1895,Non côté,bon,,97
43,2,0,DE MECQUENEM Ch.,Jeanne d'Arc n'était pas Lorraine,1921,Non côté,bon,,97
43,2,0,GUILLAUME P.,Jeanne d'Arc est-elle née à Domrémy et morte à Rouen?,1964,Non côté,bon,,97
43,2,0,MISSET E.,"Jeanne d'Arc Champenoise, étude critique sur la véritable identité de la Pucelle, d'après les documents officiels de son époque et les plus récentes publications",1895,Non côté,bon,,97
43,2,0,,"Vème centenaire de Ste Jeanne d'Arc, fêtes solennelles du pays natal",1920,Non côté,bon,,97
43,2,0,CHAMPION L.,Jeanne d'Arc écuyère,1901,Non côté,bon,,97
43,2,0,MARIN P.,La mission de Jeanne Darc,1891,Non côté,bon,,97
43,2,0,LEMIRE C.,Jeanne d'Arc en Picardie et en Normandie (1430-1431) - Le Connétable de Richemond à Paris et à Formigny (1436-1450),1903,Non côté,bon,,97
43,2,0,LEMIRE L. E.,La Chapelle Expiatoire du vieux Marchis et l'histoire des monuments élevés par la ville de Rouen en l'honneur de Jeanne d'Arc,1920,Non côté,bon,,97
43,2,0,,Fête de l'inauguration du Monument de Jeanne d'Arc à Bonsecours,1892,Non côté,bon,,97
43,2,0,BRUNON R. (Dr),Jeanne Darc au vieux marché de Rouen,1926,Non côté,bon,,97
43,2,0,BAILLY-MAITRE L. (commandant),"La tour Saint-Gilles, prison de Jeanne d'Arc au château de Rouen",1929,Non côté,bon,,97
43,2,0,BAILLY-MAITRE L. (commandant),Les prisons de Jeanne d'Arc au château de Rouen,1931,Non côté,bon,,97
43,2,0,QUENEDEY R. (commandant),La prison de Jeanne d'Arc à Rouen,1923,Non côté,bon,,97
43,2,0,BAILLY-MAITRE L. (commandant),L'arrivée de Jeanne d'Arc à Rouen - le château de Philippe-Auguste à Rouen,1932,Non côté,bon,,97
43,2,0,,Conseil municipal de la ville de Rouen - L'abjuration de Jeanne d'Arc,1913,Non côté,bon,,97
43,2,0,,Bulletin religieux de l'archidiocèse de Rouen N° 21,1911,Non côté,bon,,97
43,2,0,PEGUY M.,"Note conjointe sur Domremy, les Batailles et Rouen",,Non côté,bon,,97
43,2,0,QUICHERAT J.,Histoire du siège d'Orléans et des honneurs rendus à la pucelle,1854,Non côté,bon,,97
43,2,0,MOUROT V.(abbé),Pourquoi la France catholique demande à l'Eglise Romaine la Canonisation de Jeanne d'Arc,1888,Non côté,bon,,97
43,2,0,,La Bienheureuse Jeanne d'Arc - Ses Vertus,1909,Non côté,bon,,97
43,2,0,MOUROT V.(abbé),"Jeanne d'Arc, sainteté et patriotisme, drame en trois actes",1879,Non côté,bon,,97
43,2,0,BRUN F.,Jeanne d'Arc à Soissons - Recherches sur Soissons & le Soissonnais au temps de la Pucelle (1429-1430),1923,Non côté,bon,,97
43,2,0,DE GRANDMAISON L.,La Maison de Jeanne d'Arc à Tours,1929,Non côté,bon,,97
43,2,0,BOURASSE J.-J. (abbé),Les miracles de Madame Sainte Katherine de Fierboys en Touraine (1375-1446),1861,Non côté,bon,,97
43,2,0,SALEMBIER L. (Dr),Jeanne d'Arc et la région du Nord,1891,Non côté,bon,,97
43,2,0,QUENEDEY R.,Le Prannel de la tour de la Pucelle à Rouen,1924,Non côté,bon,,97
43,2,0,MOUGENOT L.,Jeanne d'Arc à Nancy et la Chronique de Lorraine,1890,Non côté,bon,,97
43,2,0,BLEAU A.,Jeanne d'Arc à Poitiers,1909,Non côté,moyen,,97
43,2,0,DE LANCESSEUR (Lt.-Col.),"Jeanne d'Arc Chef de guerre, le génie militaire et politique de Jeanne d'Arc, Campagne de France (1429-1430)",1961,Non côté,bon,,97
43,2,0,DUNANO P. - H.,"Une page de l'histoire de Jeanne d'Arc - Le procès de Rouen et le Saint-Siège, pendant et après (1431-1450)",1910,Non côté,bon,,97
43,2,0,DE LAMARTINE A.,Jeanne d'Arc,1852,Non côté,moyen,,97
43,2,0,BRICOUT J.,Jeanne d'Arc d'après M. Anatole France,1909,Non côté,bon,,97
43,2,0,RICORDI,"Giovanna d'Arco, dramma lirico in un prologo e tre atti",1958,Non côté,bon,,97
43,2,0,BARBIER J.,"Jeanne d'Arc, drame en cinq actes et en vers",,Non côté,bon,,97
43,2,0,MOREAU E.,L'illustration Théatrale N° 132 - Le Procès de Jeanne d'Arc,1909,Non côté,bon,,97
43,2,0,,"La Vérité de Jeanne, oratorio en quattre parties et un intermède",,Non côté,bon,,97
43,2,0,PAROCCHI L. M. (card.),Il Soprannaturale nella Venerabile Giovanna d'Arco,1895,Non côté,bon,,97
43,2,0,PERNOUD R. et CLIN M.-V.,Jeanne d'Arc,1986,Non côté,bon,,97
43,2,0,DE RIGNE R.,La Vraye Istoire de Jehanne la Pucelle,1929,Non côté,moyen,,97
43,2,0,HEBERT M.,Jeanne d'Arc a-t-elle abjuré ? Etude critique précédée de Jeanne d'Arc et ses Voix et Jeanne d'Arc et les Fées,1914,Non côté,bon,,97
43,2,0,DE RIGNE R.,La Vraye Istoire de Jehanne la Pucelle,1929,Non côté,bon,,97
43,2,0,WEILL-RAYNAL E.,Le double secret de Jeanne la Pucelle révélé par des documents de l'époque,1972,Non côté,bon,,97
43,2,0,BRASILLACH R.,Le Procès de Jeanne d'Arc,1941,Non côté,bon,,97
43,2,0,DE LA G. P. M.,"Généalogie de la Famille Marquart, sa parenté avec Jeanne d'Arc, suivie de Documents et Notes à l'appui",1891,Non côté,bon,,97
43,2,0,BUTTIN Ch.,Une prétendue armure de Jeanne d'Arc,1913,Non côté,bon,,97
43,2,0,,"La Pucelle d'Orléans, poëme Héroï-comique, en dix-huit chants",,Non côté,bon,,97
43,2,0,BOUISSOUNOUSE J.,Jeanne et ses juges,1955,Non côté,bon,,97
43,2,0,DEFOURNEAUX M.,La vie quotidienne au temps de Jeanne d'Arc,1952,Non côté,bon,,97
43,2,0,PERRIN J.,Jeanne d'Arc à Lagny,1956,Non côté,bon,,97
43,2,0,FESCH P. (abbé),Les causes célèbres du Christianisme - Procès et Martyre de Jeanne d'Arc,1902,Non côté,bon,,97
43,2,0,RENOU DE LA BOURDINNERIE G.,Jeanne d'Arc et les Francs-Maçons,1913,Non côté,bon,,97
43,2,0,DONCOEUR P.,Qui a brulé Jeanne d'Arc ?,1931,Non côté,bon,,97
43,2,0,LEJEUNE C.,Jeanne d'Arc,1910,Non côté,bon,,97
43,2,0,CHOUX J.,"Robert des Armoises, Sire de Tichémont",1963,Non côté,bon,,97
43,2,0,POSTEL G.,Les très-merveilleuses victoires des femmes du Nouveau-Monde suivi de la doctrine du siècle doré,1869,Non côté,bon,,97
43,2,0,LEMIRE (ch.),Le Procès de Jeanne d'Arc au Jour le Jour,1931,Non côté,bon,,97
43,2,0,BOUCHER J.,Souvenirs Orléanais du temps de Jeanne d'Arc,1889,Non côté,bon,,97
43,2,0,,Bulletin de la société des sciences historiques et naturelles de l'Yonne V° 65,1914,Non côté,bon,,97
43,2,0,PRAVIEL A.,Les Imposteurs,1936,Non côté,bon,,97
43,2,0,JACOBY J.,"La Pucelle d'Orléans, Fille au grand cur Martyre et Sainte",1936,Non côté,bon,,97
43,2,0,JACOBY J.,"Le Secret de Jeanne d'Arc, Pucelle d'Orléans",1932,Non côté,bon,,97
43,2,0,BAILLY A.,La Guerre de Cent Ans,1943,Non côté,bon,,97
43,2,0,POLLUCHE M. D.,Problème Historique,,Non côté,bon,,97
43,2,0,THALAMAS A.,"Jeanne d'Arc, l'Histoire et la Légende",,Non côté,bon,,97
43,2,0,DAVID-DARNAC M.,Histoire véridique et merveilleuse de la Pucelle d'Orléans,1965,Non côté,bon,,97
43,2,0,PESME G.,Jeanne d'Arc n'a pas été brulée,1960,Non côté,bon,,97
43,2,0,PESME G.,"Jehanne des Armoises, vraie Pucelle d'Orléans",1960,Non côté,bon,,97
43,2,0,CORDIER J.,"Jeanne d'Arc, sa personnalité, son rôle",1948,Non côté,bon,,97
43,2,0,DE SAINT-JEAN J.,Jehanne (1407-1452),1957,Non côté,bon,,97
43,2,0,DE GIVRY G.,La Survivnce et le mariage de Jeanne d'arc,,Non côté,bon,,97
43,2,0,PASTEUR C.,"Les deux Jeanne d'Arc, enquête et débat",1962,Non côté,bon,,97
43,2,0,"BOURRIER A., DE GIVRY G. et RYNER H.",La Vérité sur le Supplice de Jeanne d'Arc,1925,Non côté,bon,,97
43,2,0,FORLIERE M. et L.,Qui fut Jeanne d'Arc ?,1947,Non côté,bon,,97
43,2,0,REMOIS J.,Jeanne La Lorraine est-elle champenoise ?,1951,Non côté,bon,,97
43,2,0,LANERY D'ARC P.,Deux Lettres à propos de la brochure de M. Gaston SAVE intitulée Jehanne des Armoises Pucelle d'Orléans,1894,Non côté,bon,,97
43,2,0,MARIN P.,"Jeanne Darc, Tacticien et Stratégiste tome I",1889,Non côté,bon,,97
43,2,0,MARIN P.,"Jeanne Darc, Tacticien et Stratégiste tome II",1890,Non côté,bon,,97
43,2,0,MARIN P.,"Jeanne Darc, Tacticien et Stratégiste tome III",1890,Non côté,bon,,97
43,2,0,BUCHON J. A.,Chronique et procès de la Pucelle d'Orléans,1827,Non côté,bon,,97
43,2,0,DU MOTEY,Jeanne d'Arc à Chinon et Robert de Rournes,1927,Non côté,bon,,97
43,2,0,,"Le Sire de Gaucourt, bailli d'Orléans en 1429",1855,Non côté,bon,,97
43,2,0,HANHART R.,Das Bild de Jeanne d'Arc in der französeschen Historiographie von Spätmittelalter bis zur Aufklärung,1955,Non côté,bon,,97
43,2,0,MOUROT V.,Renommée universelle de la sainteté de Jeanne d'Arc,1893,Non côté,bon,,97
43,2,0,HERVAL R.,"Isabelle Ramée, mère admirable de Jeanne d'Arc",1931,Non côté,bon,,97
43,2,0,CHAPELLIER J.-C.,Deux actes inédits du Xvè siècle sur Domrémy,1899,Non côté,bon,,97
43,2,0,DE MOLANDON M.,"Jacques d'Arc, père de la Pucelle",1885,Non côté,bon,,97
43,2,0,,"Isabelle de Vouthon, noble mère de Jeanne d'Arc (1380-1452)",1958,Non côté,bon,,97
43,2,0,ROBERT E.,Recherches sur l'origine du nom d'Arc,1910,Non côté,bon,,97
43,2,0,CHEVELLE C.,La famille Laxart,1899,Non côté,bon,,97
43,2,0,DE PANGE M.,"Le pays de Jeanne d'Arc, greux encore du temporel de l'évêché de Toul en 1388",1904,Non côté,bon,,97
43,2,0,,Le Mystère de Jeanne d'Arc représenté par ses compatriotes à Ménil-en-Xaintois,1898,Non côté,bon,,97
43,2,0,SCRIBE P.-A.-A.,"Jeanne d'Arc, hommes et choses de son temps",1864,Non côté,bon,,97
43,2,0,DE BUZONNIERE N.,Etudes sur le poème de Jeanne d'Arc de Robert Southey,1872,Non côté,bon,,97
43,2,0,,La Revue du cinéma N° 8 tome II,1947,Non côté,moyen,,97
43,2,0,POULAIN G.,Jeanne d'Arc,1945,Non côté,bon,,97
43,2,0,POTTIER M. A.,Questions relatives à Jeanne d'Arc et principalement celle d'un monument à élever en son honneur,1963,Non côté,bon,,97
43,2,0,CRAPELET C.,"Portrait historique, Jeanne d'Arc",1840,Non côté,bon,,97
43,2,0,DE BARTHELEMY E. et DE KERVILER R.,Un tournoi de trois pucelles en l'honneur de Jeanne d'Arc,1878,Non côté,bon,,97
43,2,0,,"Jeanne d'Arc et son temps, commémoration du Vème centenaire de la réhabilitation de Jeanne d'Arc (1456-1956)",1956,Non côté,bon,,97
43,2,0,CLEMENT J.-H.-M.,La Chevauchée de Jeanne d'Arc en Bourbonnais,1909,Non côté,bon,,97
43,2,0,,"Revue bimensuelle de Carmel, sept-oct 1964",1964,Non côté,bon,,97
43,2,0,THOUVENIN T.,Le pèlerinage de Jeanne d'Arc,1921,Non côté,bon,,97
43,2,0,LONGUEVILLE F.,La famille paternelle de Jeanne d'Arc est-elle originaire d'Arc-en-Barrois?,1958,Non côté,bon,,97
43,2,0,BOUCHER DE MALANDON,"Un oncle de Jeanne d'Arc depuis quatre siècles oublié, Mangin (de Vouthon) frère d'Isabelle mère de la Pucelle",1891,Non côté,bon,,97
43,2,0,MISSET E.,Un double contre-sens ou le prétendu blason de Jeanne d'Arc et sa prétendue devise Vive Labeor,1897,Non côté,bon,,97
43,2,0,BADEL E.,"Jeanne d'Arc en Lorraine, sa venue à Toul, Nancy, Saint-Nicolas, Dieulouard",1931,Non côté,bon,,97
43,2,0,AIMOND C.,Notre Jeanne d'Arc en son pays Barrois et à Vaucouleurs,1956,Non côté,bon,,97
43,2,0,VALLET DE VIRIVILLE A.,Nouvelles recherches sur la famille et sur le nom de Jeanne d'Arc,1854,Non côté,bon,,97
43,2,0,,Historia N° 303,1972,Non côté,bon,,97
43,2,0,,Aurelea Liberia a Puella vulgo dieta Jeanne d'Arcq,1782,Non côté,bon,,97
43,2,0,TRASK W.,Joan of Arc: self portrait,1961,Non côté,bon,,97
43,2,0,,"Jeanne d'Arc, cycle poétique du XV ème siècle",1869,Non côté,bon,,97
43,2,0,POSTEL G.,Les très merveilleuses victoires des femmes du nouveau monde et comment elles doivent à tout le monde de par raison commander et même à ceux qui auront la monarchie du monde viel,1553,Non côté,bon,,97
43,2,0,HEBERT M.,Jeanne d'Arc a-t-elle abjuré ?,1913,Non côté,bon,,97
43,2,0,KERVILER R.,Etude sur le poème de la Pucelle de Chapelain,1882,Non côté,bon,,97
43,2,0,ZELLER B. et LUCHAIRE A.,Charles VII et Jeanne d'Arc,1886,Non côté,bon,,97
43,2,0,BOSLER J.,Jeanne d'Arc était-elle la sur de Charles VII ?,1962,Non côté,bon,,97
43,2,0,LUCE S.,"La France pendant la Guerre de Cent Ans, épisodes historiques et vie privée",1893,Non côté,bon,,97
43,2,0,LUCE S.,"La France pendant la Guerre de Cent Ans, épisodes historiques et vie privée",1890,Non côté,bon,,97
43,2,0,HANGTAUX G.,Jeanne d'Arc après 500 ans,1929,Non côté,bon,,97
43,2,0,DENIS L.,La Vérité sur Jeanne d'Arc,1910,Non côté,bon,,97
43,2,0,GROSDIDIER DE MATONS,Le Mystère de Jeanne d'Arc,1935,Non côté,bon,,97
43,2,0,HENRY J.-F.,L'unique et vraie Jeanne d'Arc,1965,Non côté,bon,,97
43,2,0,DE BOURBON-LIGNIERES,Etude sur Jeanne d'Arc et les principaux systèmes qui contestent son inspiration surnaturelle et son orthodoxie,1894,Non côté,bon,,97
43,2,0,SYMPTOR R.,Jeanne d'Arc n'a jamais existé,1909,Non côté,bon,,97
43,2,0,COLONNA DE STIGLIANO,Vie de Jeanne d'Arc (1409-1440),1889,Non côté,bon,,97
43,2,0,TAXIL L. et FESCH P.,Le Martyre de Jeanne d'Arc,1825,Non côté,bon,,97
43,2,0,BILLARD A.,Jehanne d'Arc et ses juges,1933,Non côté,bon,,97
43,2,0,HUMBLOT H.,Jeanne d'Arc et le clergé François,1891,Non côté,bon,,97
43,2,0,BERGOT R.,Jeanne d'Arc et l'histoire moderne,1993,Non côté,bon,,97
43,2,0,BASTID P.,Les grands procès de l'histoire,1962,Non côté,bon,,98
43,2,0,HEBERT M.,"Jeanne d'Arc, la 'fille au grand cur'",1912,Non côté,bon,,98
43,2,0,GRIMOD J.,Jeanne d'Arc a-t-elle été brulée,1952,Non côté,bon,,98
43,2,0,ROCHE BOITAUD J.,Du nouveau à propos de Jeanne d'Arc ?,1960,Non côté,bon,,98
43,2,0,ROCHE BOITAUD J.,Du nouveau à propos de Jeanne d'Arc ? II - La fin d'une plaisanterie,1963,Non côté,bon,,98
43,2,0,ROCHE BOITAUD J.,Du nouveau à propos de Jeanne d'Arc ? III - La minute de vérité,1964,Non côté,bon,,98
43,2,0,,Miroir de l'Histoire N° 149 - La famille d'Arc et la famille des Armoises nous parlent de Jeanne d'Arc,1962,Non côté,bon,,98
43,2,0,DE LA MARTINIERE J.,Réponse à un défenseur de Jeanne des Armoises M. A. Ledru,1931,Non côté,bon,,98
43,2,0,CHOUSSY J.-E.,"Jeanne d'Arc, sa vraie mission",1895,Non côté,bon,,98
43,2,0,SAVE G.,"Jehanne des armoises, pucelle d'Orléans",1893,Non côté,bon,,98
43,2,0,,Hémèra - Revue d'Hermétisme et de Psychologie évolutive N° 1 - Aspects inconnus de la vie de Jeanne d'Arc,1938,Non côté,bon,,98
43,2,0,VIELLARD-LACHARME D.,"Jeanne d'Arc, incarnation de la France",1909,Non côté,bon,,98
43,2,0,DE GIBERGUES (Ch.),Jehanne d'Arc et la mission de la femme française,1909,Non côté,bon,,98
43,2,0,MARTIN F.,La légende de Jeanne d'Arc (1410-1431),1851,Non côté,moyen,,98
43,2,0,CROSNIER A.,"La Bienheureuse Jeanne d'Arc, ange gardien de la France",1909,Non côté,bon,,98
43,2,0,,Panégyrique de Jeanne d'arc prononcé dans l'Eglise de Domremy par M. l'abbé Patron Chanoine & aumonier du Sacré-Cur à Orleans,,Non côté,bon,,98
43,2,0,Mgr. L'archevêque de Rouen,L'Eglise et la société moderne d'après l'encyclique de Léon XIII suivi d'un Discours sur Jeanne d'Arc,1886,Non côté,moyen,,98
43,2,0,,"Jeanne d'Arc, allocution prononcée à la maison d'éducation de la légion d'honneur de Saint-Denis",1891,Non côté,moyen,,98
43,2,0,R. P. BOUVIER,Jeanne d'Arc au XIXè siècle - discours prononcé à Notre-Dame de Paris,1897,Non côté,bon,,98
43,2,0,YGOUF J. (abbé),Jeanne d'Arc et la Patrie - discours prononcé à l'Eglise Notre-Dame du Roule de Cherbourg,1909,Non côté,bon,,98
43,2,0,DEBOUT H.,Discours prononcé au pèlerinage de Domrémy,1891,Non côté,moyen,,98
43,2,0,Mgr. GILLIS,"Panégyrique de Jeanne d'Arc, prononcé dans la cathédrale d'Orléans",1857,Non côté,bon,,98
43,2,0,GAUDEAU B. (Ch.),Jeanne d'Arc et l'ame de la France - Panégyrique de la Bienheureuse prononcé dans la cathédrale d'Orléans,1910,Non côté,bon,,98
43,2,0,FREPPEL (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1867,Non côté,bon,,98
43,2,0,FREMONT G. (abbé),Jeanne d'Arc et les catholiques français de l'heure présente - Panégyrique prononcé dans la cathédrale d'Orléans,1901,Non côté,bon,,98
43,2,0,FOURAULT J.-B. (abbé),Panégyrique de Jeanne d'Arc prononcé dans l'Eglise de Saint-Maurice de Chinon,1890,Non côté,bon,,98
43,2,0,Mgr. DUPARC,Sponsa Christi - Panégyrique de la Bienheureuse Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1912,Non côté,bon,,98
43,2,0,R. P. FEUILLETTE,Panégyrique de Jeanne d'Arc prononcé à Notre-Dame pour l'introduction de sa cause de béatification,1894,Non côté,moyen,,98
43,2,0,Mgr. DIZIEN,Jeanne d'Arc et les Ascensions de la France - Panégyrique prononcé dans la cathédrale d'Orléans,1902,Non côté,bon,,98
43,2,0,Mgr. L'évêque d'Orléans,Second Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1869,Non côté,bon,,98
43,2,0,Mgr. DUPANLOUP,Panégyrique de Jeanne d'Arc,1855,Non côté,bon,,98
43,2,0,Mgr. CHOLET,Jeanne d'Arc et les temps présents - Panégyrique de la Bienheureuse Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1919,Non côté,bon,,98
43,2,0,CHEVOJON (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1859,Non côté,bon,,98
43,2,0,CHAPON (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1884,Non côté,bon,,98
43,2,0,Mgr. DE CABRIERES,"Jeanne, envoyée de Dieu, panégyrique prononcé dans la cathédrale d'Orléans",1889,Non côté,bon,,98
43,2,0,BOUCHER A.,Jeanne d'Arc au dix-neuvième siècle,1899,Non côté,bon,,98
43,2,0,,La semaine religieuse de Paris Tome 178,1943,Non côté,bon,,98
43,2,0,Mgr. BESSON,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1880,Non côté,bon,,98
43,2,0,BERNARD (abbé),Dieu et la France - Panégyrique de Jeanne d'Arc,1875,Non côté,bon,,98
43,2,0,BELLET (abbé),Panégyrique de Jeanne d'Arc prononcé dans l'Eglise Sainte-Madeleine de Montargis,1909,Non côté,bon,,98
43,2,0,Mgr. BAUDRILLART,Jeanne la Libératrice (1429-1915) - Panégyrique prononcé à Notre-Dame de Paris,1915,Non côté,bon,,98
43,2,0,BARBIER P. (abbé),"Les deux grandes amours de Jeanne d'Arc, Dieu et la France - Panégyrique prononcé dans la cathédrale d'Orléans",1900,Non côté,bon,,98
43,2,0,Mgr. GONINDARD,"L'ame de Jeanne d'Arc, Panégyrique prononcé dans la cathédrale d'Orléans",1888,Non côté,bon,,98
43,2,0,Mgr. IRELAND J.,Jeanne d'Arc l'envoyée de Dieu - Panégyrique de la vénérable prononcé dans la basilique de Sainte-Croix d'Orléans,1899,Non côté,moyen,,98
43,2,0,Mgr. IZART,"L'ostensoir de Dieu, panygérique de la Bienheureuse Jeanne d'Arc",1911,Non côté,bon,,98
43,2,0,JANVIER A.,Panégyrique de la vénérable Jeanne d'Arc prononcé à Notre-Dame de Paris,1901,Non côté,bon,,98
43,2,0,MGR. JULIEN,Jeanne d'Arc Fille du Peuple,1926,Non côté,moyen,,98
43,2,0,BERGOT R.,Jeanne d'Arc et l'histoire moderne,,Non côté,moyen,,98
43,2,0,VIAL M.-L. (abbé),Jeanne d'Arc et la Monarchie,1910,Non côté,bon,,98
43,2,0,,"Géographia, magazine de la géographie et de l'histoire N° 108 - Les deux évasions manquées de Jeanne d'Arc",1960,Non côté,moyen,,98
43,2,0,Mgr. L'évêque d'Orléans,Panégyrique de Jeanne d'Arc,1855,Non côté,bon,,98
43,2,0,,Vème centenaire de la chevauchée de Jeanne d'Arc (1429-1929) au Grand Palais des Champs-Elysées,1929,Non côté,bon,,98
43,2,0,BRETTES (abbé),Jeanne d'Arc à Domrémy - Panégyrique en l'honneur de Saint Michel de Domrémy et de Jeanne d'arc prononcé en l'Eglise de Dmorémy,1890,Non côté,bon,,98
43,2,0,,La nouvelle revue des jeunes N° 6,1929,Non côté,bon,,98
43,2,0,Mgr. DUPANLOUP,Panégyrique de Jeanne d'Arc,1855,Non côté,bon,,98
43,2,0,Mgr. GRENTE,"Le Triduum de la canonisation à la cathédrale d'Orléans - La France Délivrée, Panégyrique de Sainte Jeanne d'Arc prononcé dans la cathédrale d'Orléans",1921,Non côté,bon,,98
43,2,0,LHUILLIER G. (Ch.),Panégyrique de la Bienheureuse Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1920,Non côté,bon,,98
43,2,0,R. P. ROLLIN,Panégyrique de Jeanne d'Arc prononcé en l'Eglise Saint-Maurice de Lille,1897,Non côté,moyen,,98
43,2,0,FEUTRIER (abbé),"Eloge historique et religieux de Jeanne d'Arc, pour l'anniverdaire de la Délivrance d'Orléans",1821/1823,Non côté,moyen,,98
43,2,0,THELLIER DE PONCHEVILLE (abbé),Le retour de Jeanne d'Arc - Panégyrique prononcé en l'Eglise Métropolitaine Notre-Dame de Paris le jour de la Fête de la Bienheureuse,1914,Non côté,bon,,98
43,2,0,SERTILLANGES A. D.,"Jeanne d'Arc et l'Union Française, discours prononcé à Notre-Dame de Paris",1910,Non côté,bon,,98
43,2,0,Mgr. L'évêque d'Orléans,Second Panégyrique de Jeanne d'Arc prononcé dans la cathédrale de Sainte Croix,1869,Non côté,bon,,98
43,2,0,,"Les amis du vieux Chinon, société d'histoire locale de Chinon & de ses environs - Bulletin Tome VI N° 8",1964,Non côté,bon,,98
43,2,0,,"Les amis du vieux Chinon, société d'histoire locale de Chinon & de ses environs - Bulletin Tome VI N° 7",1963,Non côté,bon,,98
43,2,0,,"Les amis du vieux Chinon, société d'histoire locale de Chinon & de ses environs - Bulletin Tome VI N° 6",1962,Non côté,bon,,98
43,2,0,LE MAIRE O.,"Comment un Belge, Jean de Luxembourg, faillit sauver Jeanne d'Arc",1957,Non côté,bon,,98
43,2,0,MIREUR F.,Procession d'actions de Graces à Brignoles (Var) en l'honneur de la Délivrance d'Orléans par Jeanne d'Arc (1429),1897,Non côté,bon,,98
43,2,0,LESERGEANT (Ch.) et YVER C.,"Jeanne d'Arc, les étapes de sa glorification - Discours de réception à l'académie des sciences, belles-lettres et arts de Rouen - Réponse au nom de l'académie",1929,Non côté,bon,,98
43,2,0,LESERGEANT (abbé),"Jeanne d'Arc à Rouen, notre devoir de Glorification",1927,Non côté,bon,,98
43,2,0,LE NORDEZ (abbé),"Jeanne d'Arc, pacificatrice de l'heure présente, panégyrique prononcé dans la cathédrale d'Orléans",1892,Non côté,bon,,98
43,2,0,Mgt. LENFANT,"La Bienheureuse Jeanne d'Arc, Témoin de Dieu - Panégyrique de la Bienheureuse Jeanne d'Arc prononcé dans la cathédrale d'Orléans",1917,Non côté,bon,,98
43,2,0,LEMANN J. (abbé),Jeanne d'Arc et les héroines Juives - Panégyrique prononcé dans la cathédrale d'Orléans,1873,Non côté,bon,,98
43,2,0,LEMANN A. (abbé),Jeanne d'Arc et Charles VII - Panégyrique prononcé dans la cathédrale d'Orléns,1874,Non côté,bon,,98
43,2,0,LEMANN A. (abbé),Jeanne d'Arc et Charles VII - Panégyrique prononcé dans la cathédrale d'Orléns,1874,Non côté,bon,,98
43,2,0,Mgr. LECOT,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1894,Non côté,bon,,98
43,2,0,LAROCHE (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1883,Non côté,bon,,98
43,2,0,Mgr. LANGENIEUX,"La Cause de Jeanne d'Arc, Panégyrique prononcé dans la cathédrale d'Orléans",1885,Non côté,bon,,98
43,2,0,LAGRANGE F. (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1866,Non côté,bon,,98
43,2,0,THEROL J.,C'était Jeanne la Pucelle,1969,Non côté,bon,,98
43,2,0,BILLARD E.,Chants de France,1898,Non côté,moyen,,98
43,2,0,BAUDRY F. H.,Jeanne d'Arc - Cantate,,Non côté,bon,,98
43,2,0,TONNELIER L.,A Jeanne d'Arc,1890,Non côté,bon,,98
43,2,0,DEROULEDE P.,Nouveaux chants du Soldat,1881,Non côté,moyen,,98
43,2,0,R. P. DELAPORTE V.,"A Jeanne d'Arc, proclammée Bienheureuse par S. S. le Pape Pie X",,Non côté,moyen,,98
43,2,0,,Album pou cartes postales,,Non côté,moyen,,98
43,2,0,,Jean de Paris et Jeanne d'Arc,,Non côté,bon,,98
43,2,0,CHAMPION P.,Notes sur Jeanne d'Arc III - Ballade du Sacre de Reims (17/07/1429),1909,Non côté,moyen,,98
43,2,0,DE GOURMONT R.,Les Saintes du Paradis,1922,Non côté,bon,,98
