id,n_carton,fonds,type_de_document,auteur,auteur_bis,titre,couverture,langue,edition,datation,contenu,etat,ancien_proprietaire,notes,don,emplacement_initial_dans_la_bibliotheque
796,135 boîte grise,Marot,Invitation,Monseigneur Paul Poupard,Marot,Invitation de Monseigneur Paul Poupard. ,Papier,Français,Paris,samedi 10 mai 1975,Invitation à déjeuner. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
797,135 boîte grise,Marot,Invitation,Pierre Marot,Jacques Persin,"Invitation à la projection de ""Viollet Le Duc, portrait d'un centenaire"".",Papier,Français,Paris,vendredi 11 janvier 1980,"Invitation à la projection de ""Viollet Le Duc, portrait d'un centenaire"". (4 exemplaires)",Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
798,135 boîte grise,Marot,Invitation,Collège de France,_,Invitation aux conférences de M. William Heckscher. ,Papier,Français,Paris,avril-mai 1981,Invitation aux conférences de M. William Heckscher. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
799,135 boîte grise,Marot,Invitation,Maire de Paris,_,Invitation inauguration de l'exposition Tapisseries de la manufacture portalegre Portugal.,Papier,Français,Paris,mercredi 20 mai 1981,Invitation inauguration de l'exposition Tapisseries de la manufacture portalegre Portugal.,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
800,135 boîte grise,Marot,Invitation,Monique Vignal,_,"Invitation à rencontrer Monique Vignal, parti socialiste. ",Papier,Français,Paris,jeudi 11 juin ,"Invitation à rencontrer Monique Vignal, parti socialiste. ",Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
801,135 boîte grise,Marot,Invitation,Maire de Paris,_,Invitation inauguration de l'exposition Vitullo. ,Papier,Français,Paris,mercredi 18 mars ,Invitation inauguration de l'exposition Vitullo. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
802,135 boîte grise,Marot,Invitation,Pierre Marot,Jacques Persin,Invitation à la floraison de la roseraie.,Papier,Français,_,lundi 24 juin 1974,Invitation à la floraison de la roseraie.,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
803,135 boîte grise,Marot,Invitation,Pierre Marot,_,Invitation à la visite conférence sur Les parties hautes de Notres-Dame,Papier,Français,Paris,samedi 22 juin 1974,Invitation à la visite conférence sur Les parties hautes de Notres-Dame ( 2 exemplaires),Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
804,135 boîte grise,Marot,Invitation,Président du Comité du groupe de Paris des Anciens Eleves de l'ecoles Centrale des Arts et Manufactures ,_,Invitation à la conférence de M. Henri Bataille. ,Papier,Français,Paris,lundi 27 février 1967,Invitation à la conférence de M. Henri Bataille. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
805,135 boîte grise,Marot,Invitation,Maire de Paris,_,Invitation inauguration de l'exposition Henri Cartier-Bresson. ,Papier,Français,Paris,mercredi 20 mai 1981,Invitation inauguration de l'exposition Henri Cartier-Bresson. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
806,135 boîte grise,Marot,Invitation,M. Jacques Chirac,_,Invitation à une reception. ,Papier,Français,Paris,vendredi 14 mars 1980,Invitation à une reception. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
807,135 boîte grise,Marot,Invitation,Bruno de Bayser,_,Invitation inuaguration de l'exposition Dessins de maîtres anciens.,Papier,Français,Paris,jeudi 13 octobre 1977,Invitation inuaguration de l'exposition Dessins de maîtres anciens.,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
808,135 boîte grise,Marot,Invitation,Académie des Beaux-Arts,_,invitation à une remise de prix. ,Papier,Français,Paris,mercredi 27 mars 1981,invitation à une remise de prix. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
809,135 boîte grise,Marot,Invitation,Collège de France,_,invitation à la conférence de M. Eugenio Garin. ,Papier,Français,Paris,avril-mai 1975,invitation à la conférence de M. Eugenio Garin. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
810,135 boîte grise,Marot,Invitation,Maire de Paris,_,Invitation inauguration de l'exposition L'Atelier Nadar et la Mode. ,Papier,Français,Paris,jeudi 2 février 1978,Invitation inauguration de l'exposition L'Atelier Nadar et la Mode. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
811,135 boîte grise,Marot,Invitation,Ministre des Universités,_,Invitation à l'exposition Lucien Lefebvre. ,Papier,Français,Paris,mercredi 8 novembre 1978,Invitation à l'exposition Lucien Lefebvre. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
812,135 boîte grise,Marot,Invitation,Editions Berger-Levrault,_,Invitation à la présentation du Dictionnaire des château de France.,Papier,Français,"Dieulouard, Berger-Levrault",samedi 17 mars 1979,Invitation à la présentation du Dictionnaire des château de France.,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
813,135 boîte grise,Marot,Invitation,Association des archivistes de l'Eglise de France,_,Invitation à un congrès international.,Papier,Français,Paris,mardi 27 novembre 1979,Invitation à un congrès international.,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
814,135 boîte grise,Marot,Invitation,Cathédrale Notre-Dame de Paris,_,Invitation à une messe solennelle.,Papier,Français,Paris,dimanche 16 juin 1974,Invitation à une messe solennelle.,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
815,135 boîte grise,Marot,Faire-part,Monsieur et Madame Ivan Cloulas,_,Faire-part de naissance. ,Papier,Français,"Madrid, Maison Velazquez.",27-mai-67,Faire-part pour la naissance de Silvain Cloulas. ,Correct,Marot,Notes au dos.,_,1er étage travée 28 (2)
816,135 boîte grise,Marot,Carte,Institut Grand-Ducal de Luxembourg,_,Félicitations. ,Papier,Français,_,_,"""Avec nos compliments""",Correct,Marot,_,_,1er étage travée 28 (2)
817,135 boîte grise,Marot,Fiches,_,_,_,Papier,Français,_,_,Ensemble de fiches sur des saints. ,Correct,Marot,_,_,1er étage travée 28 (2)
818,135 boîte grise,Marot,Feuillet,J. R. Thomé,_,Le commerce des estampes aux XVIIe siècle.,Papier,Français,_,nov-38,Extrait d'ouvrage. ,Correct,Marot,_,_,1er étage travée 28 (2)
819,135 boîte grise,Marot,Notes et fiches,_,_,Delorme.,Papier,Français,_,_,Ensemble de notes (voir titre).,Correct,Marot,"Pochette ""Delorme""",_,1er étage travée 28 (2)
820,135 boîte grise,Marot,Notes et fiches,_,_,Langlois.,Papier,Français,_,_,Ensemble de notes (voir titre).,Correct,Marot,"Pochette ""Langlois""",_,1er étage travée 28 (2)
821,135 boîte grise,Marot,Notes et fiches,_,_,Crocq.,Papier,Français,_,_,Ensemble de notes (voir titre).,Correct,Marot,"Pochette ""Crocq""",_,1er étage travée 28 (2)
822,135 boîte grise,Marot,Notes et fiches,_,_,Divers. Claude Callot.,Papier,Français,_,_,Ensemble de notes (voir titre).,Correct,Marot,"Pochette ""Claude Callot""",_,1er étage travée 28 (2)
823,135 boîte grise,Marot,Notes et fiches,_,_,Henriet.,Papier,Français,_,_,Ensemble de notes (voir titre).,Correct,Marot,"Pochette ""Henriet""",_,1er étage travée 28 (2)
824,135 boîte grise,Marot,Notes et fiches,_,_,Clément Woeriot.,Papier,Français,_,_,Ensemble de notes (voir titre).,Correct,Marot,"Pochette""Woeriot""",_,1er étage travée 28 (2)
825,135 boîte grise,Marot,Notes manuscrites,_,_,Bréda.,Papier,Français,_,_,Ensemble de notes (voir titre).,Correct,Marot,"Pochette ""Bréda""",_,1er étage travée 28 (2)
826,135 boîte grise,Marot,Livre,Pierre Marot,_,Jacques Callot d'après des documents inédits. ,Papier cartonné,Français,_,_,Livre sur Jacques Callot.,Correct,Marot,Pochette papier,_,1er étage travée 28 (2)
827,135 boîte grise,Marot,Notes et fiches,_,_,Bibliothèque l'Arsenal.,Papier,Français,_,_,Notes diverses.,Correct,Marot,"Pochette ""Callot"" ""Bibliothèque m'Arsenal""",_,1er étage travée 28 (2)
828,135 boîte grise,Marot,Notes et fiches,_,_,_,Papier,Français,_,_,Fiches diverses.,Correct,Marot,"Pochette ""Callot""  ",_,1er étage travée 28 (2)
829,135 boîte grise,Marot,Notes et fiches,_,_,Jean Callot fils.,Papier,Français,_,_,Notes sur Jean Callot.,Correct,Marot,"Pochette ""Callot"" ""Jean Callot fils""",_,1er étage travée 28 (2)
830,135 boîte grise,Marot,Notes et fiches,_,_,Jean Callot père.,Papier,Français,_,_,Notes sur Jean Callot.,Correct,Marot,"Pochette ""Callot"" ""Jean Callot père""",_,1er étage travée 28 (2)
831,135 boîte grise,Marot,Notes et fiches,_,_,Catherine Ruttinge. ,Papier,Français,_,_,Notes sur Catherine Ruttinge.,Correct,Marot,"Pochette ""Callot"" ""Catherine Ruttinge""",_,1er étage travée 28 (2)
832,135 boîte grise,Marot,Notes et fiches,_,_,Tornille Bassompierre.,Papier,Français,_,_,Notes diverses.,Correct,Marot,"Pochette ""Callot"" ""Tornille Bassompierre""",_,1er étage travée 28 (2)
833,135 boîte grise,Marot,Notes et fiches,_,_,Callot copies.,Papier,Français,_,_,Tables récapitulativbes des copies de Callot.,Correct,Marot,"Pochette ""Callot"" ""Callot copies""",_,1er étage travée 28 (2)
834,135 boîte grise,Marot,Catalogue,Société littéraire de Metz,_,Les cahiers lorrains.,Papier,Français,_,févr-29,"Catalogue des Sociétés littéraires, scientifiques, artistiques et d'horticulture de Metz et de la Moselle.",Correct,Marot,"Pochette ""Callot""",_,1er étage travée 28 (2)
835,136,Bailly-Bechet,Catalogue,_,_,Catalogue Woeiriot.,Papier,Français,_,_,Catalogue des uvres de Woeiriot.,Correct,Bailly-Bechet,"Pochette ""Catalogue Woeiriot""",_,1er étage travée 28 (2)
836,136,Bailly-Bechet,Notes manuscrites,_,_,_,Papier,Français,_,_,Notes diverses.,Correct,Bailly-Bechet,"Pochette ""Rédaction CH. I""",_,1er étage travée 28 (2)
837,136,Bailly-Bechet,Notes manuscrites,_,_,_,Papier,Français,_,_,Notes diverses.,Correct,Bailly-Bechet,"Pochette ""Mes lettres""",_,1er étage travée 28 (2)
838,136,Bailly-Bechet,Notes manuscrites,_,_,Tombeau du cardinal de Vaudémont.,Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
839,136,Bailly-Bechet,Notes manuscrites,_,_,Le cardinal de Vaudémont,Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
840,136,Bailly-Bechet,Notes manuscrites,_,_,"Dupérac, vie, chronologie.",Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
841,136,Bailly-Bechet,Notes manuscrites,_,_,Dupérac.,Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
842,136,Bailly-Bechet,Notes manuscrites,_,_,Les quatre docteurs.,Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
843,136,Bailly-Bechet,Notes manuscrites,_,_,"Révolution, Empire.",Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
844,136,Bailly-Bechet,Notes manuscrites,_,_,"Cordeliers, chapelle ducale.",Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
845,136,Bailly-Bechet,Notes manuscrites,_,_,Philippe Emmanuel de Mercoeur.,Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
846,136,Bailly-Bechet,Notes manuscrites,_,_,Clairlieu.,Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
847,136,Bailly-Bechet,Notes manuscrites,_,_,Noms propres et titres d'ouvrages.,Papier,Français,_,_,Petit dossier manuscrit.,Correct,Bailly-Bechet,"Pochette ""Petits dossier de A à K""",_,1er étage travée 28 (2)
848,136,Bailly-Bechet,Notes manuscrites,Pierre Boyer,_,Artistes du XVIIIe siècle.,Papier,Français,_,_,Notes sur des artistes du XVIIIe siècle.,Correct,Bailly-Bechet,"Pochette ""Artistes du XVIIIe s. notes de Pierre Boyé""",_,1er étage travée 28 (2)
849,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Charmes sur Moselle,dimanche 15 septembre 1907,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
850,136,Bailly-Bechet,Lettre,Alcide Marot,_,Lettre,Papier,Français,Nijon-Bourmont,lundi 24 décembre 1923,Lettre,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
851,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Charmes sur Moselle,dimanche 22 septembre 1907,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
852,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Mirabeau,1er janvier 1909,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
853,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Mirabeau,mercredi 6 janvier 1909,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
854,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Neuilly sur Lure,samedi 6 mars 1909,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
855,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Mirabeau,dimanche 18 avril 1909,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
856,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Charmes sur Moselle,jeudi 5 janvier 1911,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
857,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Charmes sur Moselle,jeudi 21 août 1913,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
858,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Charmes sur Moselle,jeudi 21 août 1913,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
859,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Neuilly sur Lure,samedi 14 juin 1919,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
860,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Neuilly sur Lure,mardi 22 janvier 1907,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
861,136,Bailly-Bechet,Lettre,Maurice Barrès,_,Lettre à Alcide Marot.,Papier,Français,Charmes sur Moselle,vendredi 30 août 1907,Lettre à Alcide Marot.,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
862,136,Bailly-Bechet,Lettre,_,_,Lettre.,Papier,Français,Nijon-Bourmont,mercredi 27 décembre 1911,Lettre,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
863,136,Bailly-Bechet,Lettre,_,_,Lettre.,Papier,Français,_,_,Lettre,Correct,Bailly-Bechet,"Pochette ""Les promenades de Maurice Barrès en Bassigny""",_,1er étage travée 28 (2)
864,136,Bailly-Bechet,Charte copie,Willaumes,_,_,Papier,Français,Toul,mercredi 2 décembre 1903,Copie d'une charte.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" ""Charles II (1401)""",_,1er étage travée 28 (2)
865,136,Bailly-Bechet,Charte copie,_,_,_,Papier,Français,_,_,Copie d'une charte.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" ""Charles II (1401)""",_,1er étage travée 28 (2)
866,136,Bailly-Bechet,Charte copie,André de Sallenove,_,_,Papier,Français,_,mardi 3 novembre 1903,Copie d'une charte.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" ""Charles II (1401)""",_,1er étage travée 28 (2)
867,136,Bailly-Bechet,Itinéraire,_,_,Le chemin de Barn à Rembervillers.,Papier,Français,_,_,Sommaire d'intinéraire de voyage.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" Pochette marron",_,1er étage travée 28 (2)
868,136,Bailly-Bechet,_,_,_,Manuscrits de Saint-Dié.,Papier,Français,Saint-Dié-des-Vosges,_,Ensemble de documents recopiés etv de notes.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" ""Manuscrits de Saint-dié""",_,1er étage travée 28 (2)
869,136,Bailly-Bechet,Photographies,_,_,Tombeau de Philippe de Gueldre.,Photographies.,Français,_,_,6 photos du tombeau de Philippe de Gueldre.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
870,136,Bailly-Bechet,Notes imprimées,_,_,Le tombeau de Philippe de Gueldre.,Papier,Français,_,_,Etude du tombeau de philippe de Gueldre. ,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre"" ",_,1er étage travée 28 (2)
871,136,Bailly-Bechet,Livret,G. Clanché,_,Philippe de Gueldre sa dévotion à Saint Gibrien Les sépultures dans son abbaye.,Papier,Français,"Pont à Mousson, Société Mussipontaine d'Imprimerie et d'Edition",lundi 17 avril 1905,Livret sur Philippe de Gueldre.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
872,136,Bailly-Bechet,Livret,G. Clanché,_,La sépulture de Philippe de Gueldre à Pont à Mousson.,Papier,Français,"Pont à Mousson, Société Mussipontaine d'Imprimerie et d'Edition",dimanche 16 avril 1905,Livret sur Philippe de Gueldre.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre"" Hommage à Pierre Marot.",_,1er étage travée 28 (2)
873,136,Bailly-Bechet,Lettre,J. Florange,_,Lettre.,Papier,Français,Pont à Mousson  ,mercredi 26 avril 1944,Lettre de J. Florange.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
874,136,Bailly-Bechet,Plan,_,_,Couvent des Clarisses de Pont à Mousson.,Papier,Français,Pont à Mousson,_,4 plan du couvent des Clarisses à Pont à Mousson dont 2 fait à la main. ,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
875,136,Bailly-Bechet,Notes manuscrites,_,_,_,Papier,Français,Pont à Mousson,_,Notes diverses.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
876,136,Bailly-Bechet,Acte notarial,J-B Lacaille ,_,_,Papier,Français,Pont à Mousson,_,Ordre de comparution édité par des notaires de Pont à Mousson.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
877,136,Bailly-Bechet,Lettre,_,_,Lettre avec plan.,Papier,Français,Pont à Mousson,_,2 lettres avec des plans de bâtiments. ,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
878,136,Bailly-Bechet,Article de Journal,Pierre Train,_,On aurait mis à jour le tombeau de la bienheureuse Philippe de Gueldre.,Papier,Français,Patriote Mussipontain n°2922,samedi 25 novembre 1933,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
879,136,Bailly-Bechet,Article de Journal,J. F. ,_,On aurait découvert le tombeau de la bienheureuse Philippe de Gueldre.,Papier,Français,Patriote Mussipontain n°2923,samedi 2 décembre 1933,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
880,136,Bailly-Bechet,Article de Journal,G. Clanché,_,Monument funèbre au Couvent des Clarisses.,Papier,Français,Patriote Mussipontain,samedi 6 janvier 1934,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""Tombeau de Philippe de Gueldre""",_,1er étage travée 28 (2)
881,136,Bailly-Bechet,Notes manuscrites,_,_,La double légende de l'architecte Héré.,Papier,Français,_,_,Notes sur Héré.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
882,136,Bailly-Bechet,Notes manuscrites,_,_,Gervais.,Papier,Français,_,_,Notes sur Gervais,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
883,136,Bailly-Bechet,Notes manuscrites,_,_,Pigage.,Papier,Français,_,_,Notes sur Pigage.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
884,136,Bailly-Bechet,Notes manuscrites,_,_,Jadot.,Papier,Français,_,_,Notes sur Jadot.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
885,136,Bailly-Bechet,Notes manuscrites,_,_,Furon.,Papier,Français,_,_,Notes sur Furon. ,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
886,136,Bailly-Bechet,Notes manuscrites,_,_,Girardet.,Papier,Français,_,_,Notes sur Girardet. ,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
887,136,Bailly-Bechet,Notes manuscrites,_,_,Graveur.,Papier,Français,_,_,Notes sur un graveur.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
888,136,Bailly-Bechet,Notes manuscrites,_,_,Dron.,Papier,Français,_,_,Notes sur Dron.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
889,136,Bailly-Bechet,Notes manuscrites,_,_,"Dupuis, peintre.",Papier,Français,_,_,Notes sur Dupuis.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
890,136,Bailly-Bechet,Notes manuscrites,_,_,"Doron, menuisier.",Papier,Français,_,_,Notes sur Doron.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
891,136,Bailly-Bechet,Notes manuscrites,_,_,"Charles-Louis Chéron, peintre.",Papier,Français,_,_,Notes sur Chéron.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
892,136,Bailly-Bechet,Notes manuscrites,_,_,Bibienne.,Papier,Français,_,_,Notes sur Bibienne.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
893,136,Bailly-Bechet,Notes manuscrites,_,_,Barilli.,Papier,Français,_,_,Notes sur Barilli.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
894,136,Bailly-Bechet,Notes manuscrites,_,_,Wayringe.,Papier,Français,_,_,Notes sur Wayringe. ,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
895,136,Bailly-Bechet,Notes manuscrites,_,_,Artistes divers.,Papier,Français,_,_,Notes ur des artistes divers.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
896,136,Bailly-Bechet,Notes manuscrites,_,_,Concierges.,Papier,Français,_,_,Notes sur des congierges.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
897,136,Bailly-Bechet,Notes manuscrites,_,_,Menriaux.,Papier,Français,_,_,Notes sur les Menriaux.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
898,136,Bailly-Bechet,Notes manuscrites,_,_,"Pergant, peintre.",Papier,Français,_,_,Notes sur Pergant. ,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
899,136,Bailly-Bechet,Notes manuscrites,_,_,Lemine.,Papier,Français,_,_,Notes sur Lemine. ,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
900,136,Bailly-Bechet,Notes manuscrites,_,_,Mathis.,Papier,Français,_,_,Notes sur Mathis.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
901,136,Bailly-Bechet,Notes manuscrites,_,_,Joly.,Papier,Français,_,_,Notes sur Joly.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
902,136,Bailly-Bechet,Notes manuscrites,_,_,Le nom.Héré-L'ascendance.,Papier,Français,_,_,Notes sur Héré.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
903,136,Bailly-Bechet,Notes manuscrites,_,_,Dusquenois.,Papier,Français,_,_,Notes sur Dusquenois.,Correct,Bailly-Bechet,"Pochette ""Boyé artistes XVIIIe siècle""",_,1er étage travée 28 (2)
904,136,Bailly-Bechet,Manuscrit,_,_,_,Papier,Français,_,_,Comptes manuscrits.,Correct,Bailly-Bechet,"Pochette ""Bailly-Bechet""",_,1er étage travée 28 (2)
905,136,Bailly-Bechet,Notes manuscrites,_,_,_,Papier,Français,_,_,Notes sur le XVe siècle.,Correct,Bailly-Bechet,"Pochette ""Bailly-Bechet""",_,1er étage travée 28 (2)
906,136,Bailly-Bechet,Note manuscrite,_,_,Le quantième de la date du décès de Thierry Ier et Thierry II ducs de Lorraine.,Papier,Français,_,_,Notes sur Thierry Ier et Thierry II de Lorraine.,Correct,Bailly-Bechet,"Pochette ""Bailly-Bechet""",_,1er étage travée 28 (2)
907,136,Bailly-Bechet,Notes manuscrites,_,_,Le quantième de la date du décès de Thierry Ier et Thierry II ducs de Lorraine.,Papier,Français,_,_,Notes sur Thierry Ier et Thierry II de Lorraine.,Correct,Bailly-Bechet,"Pochette ""Bailly-Bechet""",_,1er étage travée 28 (2)
