id,epi,travee,tablette,auteur,titre,annee,cote,tome,etat,metrage_ou_commentaire,carton
1774,43,2,0,Mgr. L'évêque d'Orléans,Panégyrique de Jeanne d'Arc,1855,Non côté,,bon,,98
1775,43,2,0,,Vème centenaire de la chevauchée de Jeanne d'Arc (1429-1929) au Grand Palais des Champs-Elysées,1929,Non côté,,bon,,98
1776,43,2,0,BRETTES (abbé),Jeanne d'Arc à Domrémy - Panégyrique en l'honneur de Saint Michel de Domrémy et de Jeanne d'arc prononcé en l'Eglise de Dmorémy,1890,Non côté,,bon,,98
1777,43,2,0,,La nouvelle revue des jeunes N° 6,1929,Non côté,,bon,,98
1778,43,2,0,Mgr. DUPANLOUP,Panégyrique de Jeanne d'Arc,1855,Non côté,,bon,,98
1779,43,2,0,Mgr. GRENTE,"Le Triduum de la canonisation à la cathédrale d'Orléans - La France Délivrée, Panégyrique de Sainte Jeanne d'Arc prononcé dans la cathédrale d'Orléans",1921,Non côté,,bon,,98
1780,43,2,0,LHUILLIER G. (Ch.),Panégyrique de la Bienheureuse Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1920,Non côté,,bon,,98
1783,43,2,0,THELLIER DE PONCHEVILLE (abbé),Le retour de Jeanne d'Arc - Panégyrique prononcé en l'Eglise Métropolitaine Notre-Dame de Paris le jour de la Fête de la Bienheureuse,1914,Non côté,,bon,,98
1784,43,2,0,SERTILLANGES A. D.,"Jeanne d'Arc et l'Union Française, discours prononcé à Notre-Dame de Paris",1910,Non côté,,bon,,98
1785,43,2,0,Mgr. L'évêque d'Orléans,Second Panégyrique de Jeanne d'Arc prononcé dans la cathédrale de Sainte Croix,1869,Non côté,,bon,,98
1786,43,2,0,,"Les amis du vieux Chinon, société d'histoire locale de Chinon & de ses environs - Bulletin Tome VI N° 8",1964,Non côté,,bon,,98
1787,43,2,0,,"Les amis du vieux Chinon, société d'histoire locale de Chinon & de ses environs - Bulletin Tome VI N° 7",1963,Non côté,,bon,,98
1788,43,2,0,,"Les amis du vieux Chinon, société d'histoire locale de Chinon & de ses environs - Bulletin Tome VI N° 6",1962,Non côté,,bon,,98
1789,43,2,0,LE MAIRE O.,"Comment un Belge, Jean de Luxembourg, faillit sauver Jeanne d'Arc",1957,Non côté,,bon,,98
1790,43,2,0,MIREUR F.,Procession d'actions de Graces à Brignoles (Var) en l'honneur de la Délivrance d'Orléans par Jeanne d'Arc (1429),1897,Non côté,,bon,,98
1791,43,2,0,LESERGEANT (Ch.) et YVER C.,"Jeanne d'Arc, les étapes de sa glorification - Discours de réception à l'académie des sciences, belles-lettres et arts de Rouen - Réponse au nom de l'académie",1929,Non côté,,bon,,98
1792,43,2,0,LESERGEANT (abbé),"Jeanne d'Arc à Rouen, notre devoir de Glorification",1927,Non côté,,bon,,98
1793,43,2,0,LE NORDEZ (abbé),"Jeanne d'Arc, pacificatrice de l'heure présente, panégyrique prononcé dans la cathédrale d'Orléans",1892,Non côté,,bon,,98
1794,43,2,0,Mgt. LENFANT,"La Bienheureuse Jeanne d'Arc, Témoin de Dieu - Panégyrique de la Bienheureuse Jeanne d'Arc prononcé dans la cathédrale d'Orléans",1917,Non côté,,bon,,98
1795,43,2,0,LEMANN J. (abbé),Jeanne d'Arc et les héroines Juives - Panégyrique prononcé dans la cathédrale d'Orléans,1873,Non côté,,bon,,98
1796,43,2,0,LEMANN A. (abbé),Jeanne d'Arc et Charles VII - Panégyrique prononcé dans la cathédrale d'Orléns,1874,Non côté,,bon,,98
1797,43,2,0,LEMANN A. (abbé),Jeanne d'Arc et Charles VII - Panégyrique prononcé dans la cathédrale d'Orléns,1874,Non côté,,bon,,98
1798,43,2,0,Mgr. LECOT,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1894,Non côté,,bon,,98
1799,43,2,0,LAROCHE (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1883,Non côté,,bon,,98
1800,43,2,0,Mgr. LANGENIEUX,"La Cause de Jeanne d'Arc, Panégyrique prononcé dans la cathédrale d'Orléans",1885,Non côté,,bon,,98
1801,43,2,0,LAGRANGE F. (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1866,Non côté,,bon,,98
1802,43,2,0,THEROL J.,C'était Jeanne la Pucelle,1969,Non côté,,bon,,98
1804,43,2,0,BAUDRY F. H.,Jeanne d'Arc - Cantate,,Non côté,,bon,,98
1805,43,2,0,TONNELIER L.,A Jeanne d'Arc,1890,Non côté,,bon,,98
1809,43,2,0,,Jean de Paris et Jeanne d'Arc,,Non côté,,bon,,98
1811,43,2,0,DE GOURMONT R.,Les Saintes du Paradis,1922,Non côté,,bon,,98
1812,43,2,0,CAROLUS-BARRE L.,Jeanne êtes-vous en état de Grâce' et les prières du prone au Xvè siècle - extrait du bulletin de la société nationale des antiquaires de France,1958,Non côté,,bon,,98
1813,43,2,0,CHAMPION P.,Jeanne d'Arc et la Conscience Universelle,1932,Non côté,,bon,,98
1814,43,2,0,,Premier Congrès Jeanne d'Arc,1904,Non côté,,bon,,98
1815,43,2,0,,Deux souvenirs commémoratids à Jargeau (26/06/1904) - La fête de Jeanne d'Arc et la Famille Gangnières,1904,Non côté,,bon,,98
1816,43,2,0,,Les fêtes de Jeanne d'Arc à Saint-Nicolas de Port (2),1929,Non côté,,bon,,98
1817,43,2,0,BROUSSON J.-J.,Les fioretti de Jeanne d'Arc,1931,Non côté,,bon,,98
1821,43,2,0,GAUROY,Saite Jeanne d'Arc à Chalons,1429,Non côté,,bon,,98
1822,43,2,0,PINGUET,"Jeanne d'Arc, son vrai visage, conférence faite à la société des lettres, sciences et arts du Saumuneris",1958,Non côté,,bon,,98
1823,43,2,0,TRIGER R.,"A la suite de Jeanne d'Arc, ses soldats et ses amis du Maine",,Non côté,,bon,,98
1824,43,2,0,,"Orléans 'La fidèle', les couleurs et les armoiries de Jeanne",1909,Non côté,,bon,,98
1825,43,2,0,LEDRU A.,Quelques erreurs des historiens de Jeanne d'Arc,1931,Non côté,,bon,,98
1826,43,2,0,,Les Feuilles du Bois-Chenu N° 1 à 9,1946-1948,Non côté,,bon,,98
1827,43,2,0,,"La Voix de Jeanne d'Arc, bulletin mensuel de l'uvre de la prière pour l'armée et du monument national de Domrémy",1891,Non côté,,bon,,98
1828,43,2,0,,Epiphanie,1946,Non côté,,bon,,98
1829,43,2,0,,La voix de Jeanne d'Arc - 7 revues,1936-1941,Non côté,,bon,,98
1830,43,2,0,,"Jeanne d'Arc, revue mensuelle des patronages, cercles catholiques, congrégations des enfants de Marie, N° 20",1923,Non côté,,bon,,98
1831,43,2,0,HEBERT J.,"Jeanne d'Arc (1412-1912), Panégyrique prononcé à Notre-Dame de Paris",1912,Non côté,,bon,,98
1832,43,2,0,DE SAINT-ANDRE L.,"Jeanne d'Arc, sermon",1931,Non côté,,bon,,98
1833,43,2,0,SANSON,"Panégyrique de Sainte Jeanne d'Arc, prononcé dans la cathédrale d'Orléans",1927,Non côté,,bon,,98
1834,43,2,0,MARTY S. G.,"Jeanne d'Arc et la France, Panégyrique de la Bienheureuse prononcé dans la cathédrale d'Orléans",1915,Non côté,,bon,,98
1835,43,2,0,PIE XIII,La Vocation de la France suivi de Jeanne et la cathédrale,1966,Non côté,,bon,,98
1836,43,2,0,COLAS J.-F.,"Discours sur la délivrance d'Orléans du siège des Anglais en 1429 par Jeanne d'Arc, le 8 mai 1766 dans la cathédrale d'Orléans",1883,Non côté,,bon,,98
1837,43,2,0,HERLUISON H.,"Les Panégyriques de Jeanne d'Arc, liste chronologique des orateurs ayant prononcé les panégyriques de Jeanne d'Arc de 1460 à nos jours",1870,Non côté,,bon,,98
1838,43,2,0,JULIEN E.,"Jeanne d'Arc figure de la France, extrait de la revue du clergé français",1898,Non côté,,bon,,98
1839,43,2,0,ETOURNEAU,Panégyrique de Jeanne d'Arc prononcé à la cathédrale de Nantes,1899,Non côté,,bon,,98
1840,43,2,0,HERLUISON,Panégyriques de Jeanne d'Arc prononcé dans la cathédrale d'Orléans dans la seconde moitié du XVIIIème siècle pour la fête d'anniversaire de la délivrance,1901,Non côté,,bon,,98
1841,43,2,0,COSSON M.,Panégyriques de Jeanne d'Arc prononcés dans la cathédrale d'Orléans le 8 mai 1771 et le 8 mai 1788,1923,Non côté,,bon,,98
1842,43,2,0,CLERISSAC P. H.,La Bienheureuse Jeanne d'Arc,1910,Non côté,,bon,,98
1843,43,2,0,Mgr. LECOEUR,"Les béatitudes de la Bienheureuse Jeanne d'Arc, discours prononcés à Notre-Dame de Paris le 16 mai",1909,Non côté,,bon,,98
1844,43,2,0,TOUCHET,"La glorieuse victime de Rouen, allocution prononcée en la fête de la bénédiction dans la cathédrale de Rouen",1911,Non côté,,bon,,98
1845,43,2,0,PERRAUD,"Jeanne d'Arc message de Dieu, discours prononcé dans la cathédrale",1887,Non côté,,bon,,98
1846,43,2,0,TURINAZ,"La très sainte Vierge Jeanne d'Arc et la France, discours prononcé devant la grotte de Lourdes",1888,Non côté,,bon,,98
1847,43,2,0,CHAPELAIN M.,"La Pucelle ou la France Délivrée, poème héroique",1656,Non côté,,bon,,98
1848,43,2,0,LANERY D'ARC P.,Jeanne d'Arc et la Guerre de 1914,1916,Non côté,,bon,,98
1849,43,2,0,LANERY D'ARC P.,Jeanne d'Arc et la Guerre de 1914,1916,Non côté,,bon,,98
1850,43,2,0,MARTY,"Jeanne d'Arc et le salut de la France, conférence faite à Lyon",1910,Non côté,,bon,,98
1851,43,2,0,MONSABRE,"Jeanne d'Arc modèle et patronne du patriotisme chrétien et Français, discours prononcé à Notre-Dame de Paris",1896,Non côté,,bon,,98
1852,43,2,0,COUBE,"Jeanne d'Arc, sa double mission (1429-1899), discours prononcé à Notre-Dame de Paris",1899,Non côté,,bon,,98
1853,43,2,0,MOUROT,Notre-Dame de Sion et Jeanne d'Arc: la Vierge de la Lorraine et la Vierge Lorraine (6),1877,Non côté,,bon,,98
1854,43,2,0,HENRY J.-F.,Jeanne d'Arc la sainte,1956,Non côté,,bon,,98
1855,43,2,0,,Des idées aux faits N° 33,1956,Non côté,,bon,,98
1856,43,2,0,COLLEYE H.,"Visages d'hier et d'aujourd'hui, Idées du temps",1956,Non côté,,bon,,98
1857,43,2,0,LHUILLIER G.,Panégyrique de Sainte Jeanne d'Arc prononcé dans la cathédrale de Rouen,1920,Non côté,,bon,,98
1858,43,2,0,MONSABRE J.-M.-L.,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1877,Non côté,,bon,,98
1859,43,2,0,MOUCARD A.,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1890,Non côté,,bon,,98
1860,43,2,0,NUTEIN,Panégyrique de Jeanne d'Arc prononcé dans l'Eglise Saint-Pierre-Ensentelée le 8 mai 1814,1889,Non côté,,bon,,98
1861,43,2,0,PAGIS,"Jeanne d'Arc en présence des sans Dieu et des sans patrie, Panégyrique de la vénérable prononcé dans la cathédrale d'Orléans",1898,Non côté,,bon,,98
1862,43,2,0,PENON,"Jeanne d'Arc et la vocation de la France, Panégyrique de la Bienheureuse pornoncé dans la cathédrale d'Orléans",1913,Non côté,,bon,,98
1863,43,2,0,PERRAUD,"Jeanne d'Arc, Message de Dieu, discours prononcé dans la cathédrale de Sainte-Croix",1887,Non côté,,bon,,98
1864,43,2,0,POULIN,"La Grande Française, Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans",1907,Non côté,,bon,,98
1865,43,2,0,RENOUK,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1897,Non côté,,bon,,98
1866,43,2,0,RUCH,496è anniversaire de la délivrance d'Orléans par Jeanne d'Arc - Jeanne d'Arc libératrice de l'Alsace-Lorraine - Panégyrique de Sainte Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1925,Non côté,,bon,,98
1867,43,2,0,SAGOT de VAUROUX,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale de Saint-Flour et d'Agen,1909-1910,Non côté,,bon,,98
1868,43,2,0,THOMAS A.,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1864,Non côté,,bon,,98
1869,43,2,0,TISSIER,Le miracle de Jeanne - Panégyrique de la Bienheureuse prononcé dans la cathédrale d'Orléans,1916,Non côté,,bon,,98
1870,43,2,0,TOUCHET,Panégyrique de Jeanne d'Arc prononcé dans la métropole de Besançon,1894,Non côté,,bon,,98
1871,43,2,0,TOUCHET,"Ste Genevieve, Ste Clotilde, Jeanne d'Arc et la France, discours prononcé dans la basilique de Saint-Remi de Reims",1896,Non côté,,bon,,98
1872,43,2,0,TOUCHET,L'épée de Dieu - Panégyrique de la vénérable Jeanne d'Arc prononcé dans la basilique métropolitaine Notre-Dame de Paris,1900,Non côté,,bon,,98
1873,43,2,0,WRIGHT J.,Le martyre de Jeanne d'Arc et la conception Chrétienne de la vocation personelle - Panégyrique de Jeanne d'Arc prononcé dans la basilique Sainte-Croix d'Orléans,1966,Non côté,,bon,,98
1874,43,2,0,SCHNEIDER E.,"Jeanne d'Arc et ses lys, la légende et l'histoire",1952,Non côté,,bon,,98
1875,43,2,0,,"Jeanne d'Arc et son temps, commémoration du Vème centenaire de la réhabilitation de Jeanne d'Arc (1456-1956)",1956,Non côté,,bon,,98
1876,43,2,0,BAUCHY J.-H.,Une fête pas comme les autres,1979,Non côté,,bon,,98
1877,43,2,0,PERNOUD R.,Jeanne devant les cauchons,1970,Non côté,,bon,,98
1878,43,2,0,,Reliques de Jeane d'Arc (notes),,Non côté,,bon,,98
1879,43,2,0,COVILLE A.,L'ordonnace cabochienne (26-27 mai 1413),1891,Non côté,,bon,,98
1880,43,1,0,PERNOUD R.,Pour en finir avec le Moyen-Age,1977,Non côté,,bon,,98
1881,43,1,0,ASTON M.,Panorama du XV è siècle,1968,Non côté,,bon,,98
1882,43,1,0,DUBY G. et A.,Les procès de Jeanne d'Arc,1973,Non côté,,bon,,98
1883,43,1,0,,Domrémy - La Basilique du Bois-Chenu,,Non côté,,bon,,98
1884,43,1,0,,"Joan of Arc, Loan Exhibition Catalogue",1913,Non côté,,bon,,98
1885,43,1,0,CHEVALIER U. (abbé),Jeanne d'Arc,1878,Non côté,,bon,,98
1886,43,1,0,DONCOEUR P.,Paroles et Lettres de Jeanne la Pucelle,1960,Non côté,,bon,,98
1887,43,1,0,FROMENT P.,Les paroles de Jeanne d'Arc,1910,Non côté,,bon,,98
1888,43,1,0,BARRES M.,Autour de Jeanne d'Arc,1916,Non côté,,bon,,98
1889,43,1,0,SARRAZIN A.,"Pierre Cauchon, Juge de Jeanne d'Arc",1901,Non côté,,bon,,98
1890,43,1,0,AMIET M. L.,La condamnation de Jeanne d'Arc,1934,Non côté,,bon,,98
1891,43,1,0,,Le Portrait de Jeanne d'Arc appuyé des documents les plus curieux,1895,Non côté,,bon,,98
1892,43,1,0,DE BAUREPAIRE C.,Notes sur les juges et les assesseurs du procès de condamnation de Jeanne d'Arc,1890,Non côté,,bon,,98
1893,43,1,0,BOUCHER L. (Dr),Jeanne d'Arc et la prétendue abjuration de Saint-Ouen,1924,Non côté,,bon,,98
1894,43,1,0,MOREL H.,La noblesse de la famille de Jeanne d'Arc au XVIè siècle,1972,Non côté,,bon,,98
1895,43,1,0,COCHARD T. (Ch.),Comment 'pourtraicturer' Jeanne d'Arc Libératrice et Bienheureuse,1909,Non côté,,bon,,98
1896,43,1,0,COCHARD T. (Ch.),Comment 'pourtraicturer' Jeanne d'Arc Libératrice et Bienheureuse,1909,Non côté,,bon,,98
1900,43,1,0,RENARD A.,Du Nom de Jeanne d'Arc - examen d'une opinion de M. Vallet de Viriville,1854,Non côté,,bon,,98
1901,43,1,0,STOFFLET E.,Le Samedi de Jeanne d'Arc,1911,Non côté,,bon,,98
1902,43,1,0,,Jeann Darc et ses récents historiens,,Non côté,,bon,,98
1905,43,1,0,RHEY M.,Causes célèbres et intéressantes avec les jugements qui les ont décidées Tome 17,1780,Non côté,,bon,,98
1906,43,1,0,KOOPMANS VAN BOEKEREN,Collectie Jeanne d'Arc,1940,Non côté,,bon,,98
1907,43,1,0,DE MONTHORET H.,Jeanne d'Arc,1512,Non côté,,bon,,98
1908,43,1,0,LONGUEVILLE F.,Jeanne d'Arc et Arc-en-Barrois,1968,Non côté,,bon,,98
1909,43,1,0,MERCIER V.,"Jeanne d'Arc à Poitiers, reconnaissance officielle de sa mission divine - Les 'Etudes'",1896,Non côté,,bon,,98
1910,43,1,0,COLSON J.,Domrémy ou la vallée inspirée,1979,Non côté,,bon,,98
1911,43,1,0,GRANCHER,"Ceffonds, lieu d'origine de Jeanne d'Arc",1895,Non côté,,bon,,98
1912,43,1,0,,"Message des forces armées N° 18, Jeanne d'Arc",1948,Non côté,,bon,,98
1913,43,1,0,MISSET E.,Un contre-sens ou la croix de Lorraine dans la basilique de Domremy,1896,Non côté,,bon,,98
1914,43,1,0,POINCARE R.,"La vie, la passion et la mort de Jeanne d'Arc",1931,Non côté,,bon,,98
1915,43,1,0,,"Le Parchemin, office généalogique et héraldique de Belgique N° 139",1969,Non côté,,bon,,98
1916,43,1,0,BOUCHER DE MOLANDON,"La famille de Jeanne d'Arc, son séjour dans l'orléannais",1878,Non côté,,bon,,98
1917,43,1,0,LE NORDEZ,Les septante paroles de Jeanne d'Arc,,Non côté,,bon,,98
1918,43,1,0,DE PANGE,Le patriotisme Français en Lorraine antérieurement à Jeanne d'Arc,1889,Non côté,,bon,,98
1922,43,1,0,DE METZ J.,"Au pays de Jeanne d'Arc - Mission héroique de la Bonne Lorraine - Ses étapes de Domrémy à Rouen par Orléans, Reims, Compiègne et les villes intermédiaires",1909,Non côté,,bon,,99
1923,43,1,0,DE MORANT G.,Le Sang Glorieux de Jeanne d'Arc,1912,Non côté,,bon,,99
1924,43,1,0,DE MALEISSYE C. (comte),Les Lettres de Jehanne d'Arc et la prétendue abjuration de Saint Ouen,1911,Non côté,,bon,,99
1925,43,1,0,DE WASSBOURG R.,"Antiquitez de la Gaule Belgicque, Lorraine",1549,Non côté,,bon,,99
1926,43,1,0,DUBELLAY DE LANGEY G.,Instruction sur le faict de la Guerre,1548,Non côté,,bon,,99
1927,43,1,0,R.P. DONAT,Les justes et véritables éloges de la maison de Lorraine Tome 1,,Non côté,,bon,,99
1928,43,1,0,PASQUIER E.,Les Recherches de la France,1621,Non côté,,bon,,99
1929,43,1,0,R.P. VINCENT,Les justes et véritables éloges de la serenissime Maison de Lorraine,,Non côté,,bon,,99
1930,43,1,0,POULL G.,"Le château et les seigneurs de Bourlémont, les barons d'Anglune, les Alsaces prince d'Hemirin, deuxième partie",1965,Non côté,,bon,,99
1931,43,1,0,POULL G.,"Le Château et les seigneurs de Bourlémont, pages d'histoire au pays de Jeanne d'Arc, première partie",1962,Non côté,,bon,,99
1932,43,1,0,HARMAND A.,"Jeanne d'Arc et ses costumes, son armure, essai de reconstitution",1929,Non côté,,bon,,99
1933,43,1,0,DE PISAN N.,Christine de Pisan sur Jeanne d'Arc,,Non côté,,bon,,99
1934,43,1,0,POUAN B.-T.,"Le saint cardinal Hélie de Bourdeille des frères mineurs, évêque de Périgueux, Archevêque de Tours",1900,Non côté,,bon,,99
1935,43,1,0,,Bibliographie des ouvrages relatifs à Jeanne d'Arc et sons temps possédés par la Head Librarian of Harvard University,1975,Non côté,,bon,,99
1937,43,1,0,VALLET DE VIRIVILLE A.,Procès de condamnation de Jeanne d'Arc dite la Pucelle d'Orléans,1867,Non côté,,bon,,99
1938,43,1,0,QUICHERAT J.,Relation inédite sur Jeanne d'Arc,1879,Non côté,,bon,,99
1939,43,1,0,QUICHERAT J.,Aperçus nouveaux sur l'histoire de Jeanne d'Arc,1850,Non côté,,bon,,99
1940,43,1,0,VALLET DE VIRIVILLE A.,"Histoire de Charles VII, Roi de France et de son époque (1403-1461) Tome 1",1862,Non côté,,bon,,99
1941,43,1,0,VALLET DE VIRIVILLE A.,"Histoire de Charles VII, Roi de France et de son époque (1403-1461) Tome 2 (1429-1444)",1863,Non côté,,bon,,99
1942,43,1,0,D'AVOUT J.,La Querelle des Armagnacs et des Bourguignons,1943,Non côté,,bon,,99
1943,43,1,0,ROUPAIN E.,Carnet de Jeanne d'Arc (1412-1431),1920,Non côté,,bon,,99
1944,43,1,0,CHAMPION P. et DE THOISY P.,"Bougogne, France-Angleterre au traité de Troyes",1943,Non côté,,bon,,99
1945,43,1,0,DE MALEISSYE C. (comte),Les Lettres de Jehanne d'Arc et la prétendue abjuration de Saint Ouen,1911,Non côté,,bon,,99
1946,43,1,0,LEFEVRE-PONTALIS G.,Les sources allemandes de l'histoire de Jeanne d'Arc: Eberhard Windecke,1903,Non côté,,bon,,99
1947,43,1,0,VIE,A Jeanne d'Arc la Bienheureuse; vingt cantiques et motets sur des airs populaires,1909,Non côté,,bon,,99
1948,43,1,0,SOYER,"Jeanne d'Arc, personnification visible de St Michel et le martyre St Michel",1896,Non côté,,bon,,99
1949,43,1,0,,Missel de Jeanne d'Arc,1925,Non côté,,bon,,100
1950,43,1,0,PERRIN O.,Paroles de Jeanne d'Arc,1961,Non côté,,bon,,100
1951,43,1,0,,Les paroles de Jeanne d'Arc enregistrées en Français par les greffiers de Rouen,1947,Non côté,,bon,,100
1952,43,1,0,,Missel de la Bienheureuse Jeanne d'Arc,1917,Non côté,,bon,,100
1953,43,1,0,,L'Histoire et Chronique de Normandie,1581,Non côté,,bon,,100
1954,43,1,0,DE SERRES I.,Inventaire Général de l'Histoire de France,1603,Non côté,,bon,,100
1955,43,1,0,BORDONOVE G.,Les Rois qui ont fait la France Tome 2 - Charles VII,1985,Non côté,,bon,,100
1956,43,1,0,,Revue catholique internationale Communio tome 8 N° 1 - Le Catéchisme,1983,Non côté,,bon,,100
1957,43,1,0,MERMET J.,Leçons d'hier - chronique du pays d'Oise,1929,Non côté,,bon,,100
1958,43,1,0,JONGLEUX E.,"Jacques Cur ""citoyen de Bourges"" - Bourges au XV è siècle, la vie de l'Argentier, son hôtel",,Non côté,,bon,,100
1959,43,1,0,BAILLY-MAITRE L. (commandant),Le Supplice du feu à l'époque de Jeanne d'Arc d'après des Documents inédits,1932,Non côté,,bon,,100
1960,43,1,0,PLANCHE H.,"Un chevalier de Jeanne d'Arc, pièce en trois actes",1942,Non côté,,bon,,100
1961,43,1,0,DE BOUTEILLER E. et DE BRAUX G.,Notes iconographiques sur Jeanne d'Arc,1879,Non côté,,bon,,100
1962,43,1,0,MAURI I. (Ch.),Nouvelles hymnes liturgiques romaines et orléanaises de la Bienheureuse Jeanne d'Arc extraites des paraphrases poétiques de nos chants d'Eglise Vol 2,,Non côté,,bon,,100
1963,43,1,0,DU LIS C.,Recueil d'inscriptions et poésies en l'honneur de la Pucelle d'Orléans,1910,Non côté,,bon,,100
1964,43,1,0,HUET E.,"Jeanne d'Arc et la Musique, essai de bibliographie musicale",1894,Non côté,,bon,,100
1966,43,1,0,"PERNOUD R., BAILAC G. et GAUCHER G.",Jeanne et Thérèse,1984,Non côté,,bon,,100
1967,43,1,0,,"Les imposteurs démasqués, et les usurpateurs punis, ou Hitoire de plusieurs aventuriers qui, ayant pris la qualité d'Empereur, de Roi, de Prince, d'Ambassadeur, de Tribun, de Messie, de Prophète,  ont fini leur vie dans l'obscurité, ou par une mort violente",1776,Non côté,,bon,,100
1968,43,1,0,DUBY G. et A.,Les procès de Jeanne d'Arc,1973,Non côté,,bon,,100
1969,43,1,0,CLEMENDOT G.,"L'Idole de Domrémy, toute la vérité sur Jeanne d'Arc",,Non côté,,bon,,100
1970,43,1,0,GOSSOT E.,Jeanne Darc l'héroïne de la France,,Non côté,,bon,,100
1971,43,1,0,GOSSOT E.,Jeanne Darc l'héroïne de la France,,Non côté,,bon,,100
1972,43,1,0,GOSSOT E.,Jeanne Darc l'héroïne de la France,,Non côté,,bon,,100
1973,43,1,0,VIE,Trois cantiques en l'honneur de la Bienheureuse Jeanne d'Arc,,Non côté,,bon,,100
1974,43,1,0,ALAIN,"Jeanne d'Arc, sept propos d'Alain",,Non côté,,bon,,100
1975,43,1,0,GERSON L.-P.,Neuvaine en l'honneur de la Bienheureuse Jeanne d'Arc,1913,Non côté,,bon,,100
1976,43,1,0,LAVEDAN H.,Les yeux levés vers Jeanne d'Arc,1916,Non côté,,bon,,100
1977,43,1,0,HERLUISON H.,"Abrégé de la vie de Jeanne d'Arc suivi du catalogue des livres, estampes et médailles relatifs à la Pucelle d'Orléans",,Non côté,,bon,,100
1978,43,1,0,HAUDECOEUR A.,Jeanne d'Arc dans la littérature et devant l'opinion en Angleterre,1895,Non côté,,bon,,100
1979,43,1,0,DE BOUTEILLER E. et DE BRAUX G.,Notes iconographiques sur Jeanne d'Arc,1879,Non côté,,bon,,100
1980,43,1,0,PEGUY C.,"Quatrième numéro du journal vrai, I - Domrémy",1932,Non côté,,bon,,100
1981,43,1,0,PEGUY C.,"Quatrième numéro du journal vrai, II - Les Batailles",1932,Non côté,,bon,,100
1982,43,1,0,PEGUY C.,"Quatrième numéro du journal vrai, III - Rouen",1932,Non côté,,bon,,100
1983,43,1,0,,The trial of Joan of Arc,1956,Non côté,,bon,,100
1984,43,1,0,VALLET DE VIRIVILLE A.,Chronique de la pucelle ou chronique de Cousinot,1864,Non côté,,bon,,100
1985,43,1,0,MICHELET J.,"Histoire de France au Moyen-Age, Charles VII",1900,Non côté,,bon,,100
1986,43,1,0,WILLIAMS J.,Jeanne d'Arc,1964,Non côté,,bon,,100
1987,43,1,0,MASSON J.,Histoire Mémorable de la vie de Jeanne d'Arc appelée la Pucelle d'Orléans,1612,Non côté,,bon,,100
1988,43,1,0,SCHILLER F.,Jeanne d'Arc ou la Pucelle d'Orléans,1802,Non côté,,bon,,100
1989,43,1,0,RAPP M.,Jeanne d'Arc in der englischen und amerikanischen Literatur,1964,Non côté,,bon,,100
1990,43,1,0,DE PITRAY (vicomtesse),Vie populaire de Jeanne d'Arc pour la jeunesse française,,Non côté,,bon,,100
1991,43,1,0,COCHARD T. (abbé),Existe-t-il des reliques de Jeanne d'Rc,1891,Non côté,,bon,,100
1992,43,1,0,CHAMPION P.,Notice des manuscrits du procès de réhabilitation de Jeanne d'Arc,1930,Non côté,,bon,,100
1993,43,1,0,BILLOT DE GOLDLIN J.-G.-S.,"Famille d'Arc - Essai généalogique sur la famille du Chemin, seigneurs de la Tour, la Vaucelle, Mesnil-Durand et d'autres lieux et sur la famille de Villebresme",1905,Non côté,,bon,,100
1994,43,1,0,PRUTZ H.,Die falsche Jungfrau von Orléans (1436-57),1911,Non côté,,bon,,100
1995,43,1,0,MADELIN L.,Jeanne d'Arc et le rétablissement de la France,1943,Non côté,,bon,,100
1996,43,1,0,HANHART R.,Das Bild der Jeanne d'Arc in der französeschen Historiographie von Spätmittelalter bis zur Aufklärung,1955,Non côté,,bon,,100
1997,43,1,0,LEMERLE B. (abbé),"Essai d'une bibliographie raisonnée de Jeanne d'Arc, les éloges panégyriques (4)",1886,Non côté,,bon,,100
1998,43,1,0,DE HOUDETOT (comtesse),Le page de Jehanne,1900,Non côté,,bon,,100
1999,43,1,0,MOINOT P.,"Jeanne d'Arc, le pouvoir et l'innocence",1988,Non côté,,bon,,100
2000,43,1,0,MONTEILHET H.,La Pucelle,1988,Non côté,,bon,,100
2001,43,1,0,,La Jeanne d'Arc de Paul Delaroche,1983,Non côté,,bon,,100
2002,43,1,0,,Le cabinet de Jeanne d'Arc à Orléans,,Non côté,,bon,,100
2003,43,1,0,HANOTAUX G.,La mission de Jeanne d'Arc dans le centre et le midi de la France,1929,Non côté,,bon,,100
