id,epi,travee,tablette,cote,ordre,lieu,format,auteur,titre,annee,tome,etat,commentaire
15056,7,28,5,8 P 282,24,,in-8,"SCHAUDEL, Louis",La station néolithique deSt-Saturnin (Savoie),1909,[d],bon,contient 26 documents 
15057,7,28,5,8 P 282,25,,in-8,JADART Henri,Excursion dans l'Argonne,1894,[d],bon,contient 33 documents 
15058,7,28,5,8 P 282,26,,in-8,JADART Henri,Les édifices religieux des Ardennes,1906,[d],bon,contient 36 documents 
15059,7,28,5,8 P 282,27,,in-8,JADART Henri,Les Ardennes à l'exposition de Reims,1895,[d],bon,contient 26 documents 
15060,7,28,5,8 P 282,28,,in-8,JADART Henri,A travers l'exposition rétrospective de Reims,1896,[d],bon,contient 32 documents 
15061,7,28,5,8 P 282,29,,in-8,JADART Henri & LAURENT P.,Les cloches du canton d'Asfeld,1896,[d],bon,contient 26 documents 
15062,7,28,5,8 P 282,30,,in-8,JADART Henri,Excursion de Reims à Verzy et à Trépail,1897,[d],bon,contient 33 documents 
15063,7,28,5,8 P 282,31,,in-8,JADART Henri,Porte en fer du moulin de Sévigny-Waleooe et statue gallo-romaine trouvée à Reims,1897,[d],bon,contient 36 documents 
15064,7,28,5,8 P 282,32,,in-8,JADART Henri,Les dessins de Georges Baussonnet artiste rémois (1577-1644),1897,[d],bon,contient 26 documents 
15065,7,28,5,8 P 282,33,,in-8,JADART Henri,L'horloge et le carillon de la cathédrale de Reims,1908,[d],bon,contient 33 documents 
15066,7,28,5,8 P 282,34,,in-8,JADART Henri,Les inscriptions de l'église de Rumigny (Ardennes),1900,[d],bon,contient 36 documents 
15067,7,28,5,8 P 282,35,,in-8,JADART Henri & DEMAISON Louis,Du sort des églises rurales,1911,[d],bon,contient 26 documents 
15068,7,28,5,8 P 282,36,,in-8,BOULY DE LESDAIN L.,L'estampe héraldique en Allemagne et en Suisse,1904,[d],bon,contient 33 documents 
15069,7,28,5,8 P 282,37,,in-8,PIETTE Ed. & LAPORTERIE J. de,Fouilles à Brassempouy en 1897,1897,[d],bon,contient 36 documents 
15070,7,28,5,8 P 282,38,,in-8,PIETTE Ed.,Notions complémentaires sur l'Asylien,1904,[d],bon,contient 26 documents 
15071,7,28,5,8 P 282,39,,in-8,PIETTE Ed.,Classification des sédiments formés dans les cavernes à l'age du renne,1904,[d],bon,contient 33 documents 
15072,7,28,5,8 P 282,40,,in-8,PIETTE Ed.,Les écritures de l'âge glyptique,1905,[d],bon,contient 36 documents 
15073,7,28,5,8 P 282,41,,in-8,PIETTE Ed.,Le chevètre et la semi-domestication des animaux au pléistocène,1906,[d],bon,contient 26 documents 
15074,7,28,5,8 P 283,,,in-8,Remiremont,IIIè exposition de peinture,1907,,bon,
15075,7,28,5,8 P 284,,,in-8,Musée de Douai,Supplément au catalogue des beaux-arts,s.d.,,bon,
15076,7,28,5,8 P 284,,,in-8,Musée de Douai,"Catalogue des ouvrages de peinture, sculpture, dessin, gravure et lithographie",1869,,bon,
15077,7,28,5,8 P 285,,,in-8,Musée de la ville de Nauchatel,Catalogue des tableaux du musée,1886,,bon,
15078,7,28,5,8 P 285,,,in-8,Musée de la ville de Nauchatel,Catalogue des tableaux du musée,1886,,mauvais,
15079,7,28,5,8 P 286,,,in-12,Musée de Nancy,"Tableaux, dessins, stautes & bas-reliefs",1897,,bon,
15080,7,28,5,8 P 286,,,<in-12,Musée de Nancy,"Tableaux, dessins, stautes & bas-reliefs",1897,,bon,
15081,7,28,5,8 P 287,,,in-12,Musée de Nancy,"Notice des tableaux, dessins, statues et bas-reliefs",1875,,bon,
15082,7,28,5,8 P 287,,,<in-12,Musée de Nancy,"Notice des tableaux, dessins, statues et bas-reliefs",1875,,bon,
15083,7,28,5,8 P 288,,,in-12,Bulletin des amis du vieux Hué,Musée Khai-Dinh,1929,,bon,
15084,7,28,5,8 P 289,,,in-12,Bulletin des amis du vieux Hué,L'art à Hué,1919,,bon,
15085,7,28,5,8 P 290,1,,in-12,SAINT-VENANT J. de,Anciens vases à bec,1899,[d],bon,contient 31 documents 
15086,7,28,5,8 P 290,2,,in-8,MEGNIN J.-P.,De l'origine de la ferrure du cheval,1865,[d],bon,contient 31 documents 
15087,7,28,5,8 P 290,3,,in-8,DROUOT,Catalogue boîtes et coffrets en bois par Bagard collection Waldeck-Rousseau,1910,[d],bon,contient 31 documents 
15088,7,28,5,8 P 290,4,,in-8,DROUOT,Catalogue boîtes et coffrets en bois par Bagard collection Waldeck-Rousseau,1910,[d],bon,contient 31 documents 
15089,7,28,5,8 P 290,5,,in-8,SAINT-VENANT J. de,Fonds de cabanes néolithiques,1893,[d],bon,contient 31 documents 
15090,7,28,5,8 P 290,6,,in-8,FORNIER E. & MICAULT,Atelier préhistorique du bois du Rocher en Pleudihen et Saint Helen (Dinan Cotes-du-Nord),s.d.,[d],bon,contient 31 documents 
15091,7,28,5,8 P 290,7,,in-8,GODRON D.A.,Premières découvertes aux environs de Toul et Nancy de l'industrieprimitive de l'homme,1878,[d],bon,contient 31 documents 
15092,7,28,5,8 P 290,8,,in-8,"MORTILLET, Gabriel de",Classification des périodes de l'age de la pierre,1973,[d],bon,contient 31 documents 
15093,7,28,5,8 P 290,9,,in-8,PECARD Adolphe,Cataloguedu musée e la société archéologique de touraine,1871,[d],bon,contient 31 documents 
15094,7,28,5,8 P 290,10,,in-8,BLAIS Emile,Cataloguedu musée e la société archéologique d'Angoulême,1885,[d],bon,contient 31 documents 
15095,7,28,5,8 P 290,11,,in-8,BRETAGNE,Représentation d'Hercule vainqueur des géants,1862,[d],bon,contient 31 documents 
15096,7,28,5,8 P 290,12,,in-8,DUPEUX F.-R.,Autel consacré à Hercule Saxanus placé à la porte de la bibliothèque de Nancy,1874,[d],bon,contient 31 documents 
15097,7,28,5,8 P 290,13,,in-8,"COURNAULT, Charles",Sépultures du cimetière mérovingien de Liverdun (Meurthe),s.d.,[d],bon,contient 31 documents 
15098,7,28,5,8 P 290,14,,in-8,BLEICHER Dr. & WIENER Lucen,Une station funéraire à Villey-Saint-Etienne,1886,[d],bon,contient 31 documents 
15099,7,28,5,8 P 290,15,,in-8,LAMBERT E.,Une inscription hébraïque du Moyen-âge (Strasbourg),1881,[d],bon,contient 31 documents 
15100,7,28,5,8 P 290,16,,in-8,GERMAIN DE MAIDY L.,Le lit d'Antoine Duc de Lorraine et de la duchesse Renée de Bourbon,1885,[d],bon,contient 31 documents 
15101,7,28,5,8 P 290,17,,in-8,WIENER Lucien,Les vases de pharmacie de Saint-Charles au musée lorrain (2 exemplaires),1881,[d],bon,contient 31 documents 
15102,7,28,5,8 P 290,18,,in-8,GERMAIN DE MAIDY L.,Legs de pièces de céramique par M. Migette,1886,[d],bon,contient 31 documents 
15103,7,28,5,8 P 290,19,,in-8,Collectif,La tente de Charles-le-Téméraire replacée au Palais-Ducal de Nancy,1861,[d],bon,contient 31 documents 
15104,7,28,5,8 P 290,20,,in-8,GERMAIN DE MAIDY L.,"Plaque de foyer aux armes de François Taape, comte de Carlinford",1882,[d],bon,contient 31 documents 
15105,7,28,5,8 P 290,21,,in-8,GERMAIN DE MAIDY L.,Devises horaires lorraines,1887,[d],bon,contient 31 documents 
15106,7,28,5,8 P 290,22,,in-8,GERMAIN DE MAIDY L.,Le camée antique de la bibliothèque de Nancy,1883,[d],bon,contient 31 documents 
15107,7,28,5,8 P 290,23,,in-8,WIENER Lucien,Les sculptures attribuées à l'abbaye de Salival,1895,[d],bon,contient 31 documents 
15108,7,28,5,8 P 290,24,,in-8,"GUILLAUME, abbé","Un riche présent (tenture d'appartement de 1725, offerte au musée lorrain)",1871,[d],bon,contient 31 documents 
15109,7,28,5,8 P 290,25,,in-8,GERMAIN DE MAIDY L.,La crosse émaillée du musée lorrain,1888,[d],bon,contient 31 documents 
15110,7,28,5,8 P 290,26,,in-8,GERMAIN DE MAIDY L.,Le glaive de justice du musée lorrain et l'évangile selon St Jean,1895,[d],bon,contient 31 documents 
15111,7,28,5,8 P 290,27,,in-8,RENAULD Jules,La céramique péruvienne de la société d'études américaines de Nancy,1880,[d],bon,contient 31 documents 
15112,7,28,5,8 P 290,28,,in-8,WIENER Lucien,Jeton à l'effigie de Louis XV et aux armes de Nancy,1894,[d],bon,contient 31 documents 
15113,7,28,5,8 P 290,29,,in-8,BERCHON Dr.,L'archéologie au congrès de Nancy de 1886,1887,[d],bon,contient 31 documents 
15114,7,28,5,8 P 290,30,,in-8,WIENER Lucien,Histoire de la numismatique pendant la minorité  de Charles III,1900,[d],bon,contient 31 documents 
15115,7,28,5,8 P 290,31,,in-8,CHABERT F.-M.,Numismatique messine,1853,[d],bon,contient 31 documents 
15116,7,28,5,8 P 290,32,,in-8,GAUTHIER Gaston,La villa de Champvert (Nièvre),1897,[d],bon,contient 31 documents 
15117,7,28,5,8 P 290,33,,in-8,SAINT-VENANT J. de,La cuillère à travers les ages,1898,[d],bon,contient 31 documents 
15118,7,28,5,8 P 290,34,,in-8,SAINT-VENANT J. de,L'industrie du silex en Touraine,1891,[d],bon,contient 31 documents 
15119,7,28,5,8 P 291,1,,in-8,SERRURE Raymond,Catalogue des poids et mesures du musée de Bruxelles,1888,[d],bon,contient 31 documents 
15120,7,28,5,8 P 291,2,,in-8,SIMEON,Catalogue vente Nancy collection M.B. 22 décembre 1879,1879,[d],bon,contient 31 documents 
15121,7,28,5,8 P 291,3,,in-8,DROUOT,Catalogue vente dessins collection Falconnet,1860,[d],bon,contient 31 documents 
15122,7,28,5,8 P 291,4,,in-8,SIMEON,Catalogue vente Nancy collection M. Noël 25 novembre 1884 (2 exemplaires),1884,[d],bon,contient 31 documents 
15123,7,28,5,8 P 291,5,,in-8,DARCEL A.,Trésor de Hildesheim catalogue des reproductions par galvanoplastie,s.d.,[d],bon,contient 31 documents 
15124,7,28,5,8 P 291,6,,in-8,DROUOT,Catalogue collection de maonnaies vente du 29 octobre 1896,1896,[d],bon,contient 31 documents 
15125,7,28,5,8 P 291,7,,in-8,COLLIGNON,"Catalogue vente des tableaux de M. Hacbar e Vézelise é"" avril 1856",1856,[d],bon,contient 31 documents 
15126,7,28,5,8 P 291,8,,in-8,GUIBAL,Catalogue vente à Nancy de la galerie M. Carré,1846,[d],bon,contient 31 documents 
15127,7,28,5,8 P 291,9,,in-8,RECOUVREUR A.,Problèmes et visions d'Art,1896,[d],bon,contient 31 documents 
15128,7,28,5,8 P 291,10,,in-8,DROUOT,Catalogue vente d'ouvrages sur la Lorraine collection M. Elie (provenant de M; Morey) 18 mai 1920,1920,[d],bon,contient 31 documents 
15129,7,28,5,8 P 291,11,,in-8,GUIBAL,Catalogue vente collection M. Forel 4 novembre 1863,1863,[d],bon,contient 31 documents 
15130,7,28,5,8 P 291,12,,in-8,SIMEON,Catalogue  Nancy collection M. L. F. 10 juin 1878,1878,[d],bon,contient 31 documents 
15131,7,28,5,8 P 291,13,,in-8,BONTOUX,Catalogue vente Nancy collection M. Forestier 16 décembre 1850,1850,[d],bon,contient 31 documents 
15132,7,28,5,8 P 291,14,,in-8,GUIDET,Catalogue vente Besançon M. Porteret 15décembre 1856,1856,[d],bon,contient 31 documents 
15133,7,28,5,8 P 291,15,,in-8,DU RUE ,Remarques sur le tableau de la prise de Bude par Charles V,s.d.,[d],bon,contient 26 documents 
15134,7,28,5,8 P 291,16,,in-8,ARNOULD,Catalogue vente Nancy 25 mai 1866,1866,[d],bon,contient 31 documents 
15135,7,28,5,8 P 291,17,,in-8,BONTOUX,Cataligue vente Nancy cabinet M. Butte père 10 novembre 1851,1851,[d],bon,contient 31 documents 
15136,7,28,5,8 P 291,18,,in-8,LANNE,Catalogue vente Nancy collection Gaudchaux Picard 2 juin 1890,1890,[d],bon,contient 31 documents 
15137,7,28,5,8 P 291,19,,in-8,BONTOUX,Catalogue vente Nancy collection de M. Maguin21 août 1854,1854,[d],bon,contient 31 documents 
15138,7,28,5,8 P 291,20,,in-8,COLLIGNON,Catalogue vente Nancy du comte de Villatte 11 août 1834,1834,[d],bon,contient 31 documents 
15139,7,28,5,8 P 291,21,,in-8,STEINMETZ,Catalogue vente Nancy collection M. M. de H. 6 juillet 1877,1877,[d],bon,contient 31 documents 
15140,7,28,5,8 P 291,22,,in-8,DROUOT,Catalogue vente de M. de Charmont de Nancy le 10 décembre 1857,1857,[d],bon,contient 31 documents 
15141,7,28,5,8 P 291,23,,in-8,LALLEMENT Louis,Souscription restauration tableau St Yves et St Nicolas (détruit par l'incendie du musée en 1871),1862,[d],bon,contient 31 documents 
15142,7,28,5,8 P 291,24,,in-8,MISSET E.,La porte 21 offerte à Mgr Turinaz son histoire (cellule Mgr Darboy),1898,[d],bon,contient 31 documents 
15143,7,28,5,8 P 291,25,,in-8,LEVY-BING,Inscription de Grave-Creek,1875,[d],bon,contient 31 documents 
15144,7,28,5,8 P 291,26,,in-8,MASSEREAU T.,Les tombeaux du duc de Choiseul et de Léonard Perrault à Amboise,1909,[d],bon,contient 31 documents 
15145,7,28,5,8 P 291,27,,in-8,collectif,Exposition centenaire Alfred de Musset,1910,[d],bon,contient 31 documents 
15146,7,28,5,8 P 291,28,,in-8,DROUOT,Catalogue vente trésor d'argenterie gallo-romaine découvert à Chaource (Aisne) 20 décembre 1888,1888,[d],bon,contient 31 documents 
15147,7,28,5,8 P 291,29,,in-8,ARENDT Ch.,La chimie au service de l'archéologie spécialement la numismatique,1908,[d],bon,contient 31 documents 
15148,7,28,5,8 P 291,30,,in-8,DROUOT,Médailles grecques collection M. H.-E. Perrin 28 mai 1909,1909,[d],bon,contient 26 documents 
15149,7,28,5,8 P 291,31,,in-8,DROUOT,Collection monnaies françaises de M. Boudeville 12 mai 1880,1880,[d],bon,contient 31 documents 
15150,7,28,5,8 P 292,1,,in-8,Collectif,Exposition catalogue l'Art rétrospectif,1881,[d],bon,contient 31 documents 
15151,7,28,5,8 P 292,2,,in-8,Collectif,Verzeichniss des Gemälde und Zeichnungen des Migette-Museums zu Metz,1893,[d],bon,contient 31 documents 
15152,7,28,5,8 P 292,3,,in-8,Collectif,Catalogue inauguration l'exposition Amiens,1860,[d],bon,contient 31 documents 
15153,7,28,5,8 P 292,4,,in-8,DROUOT,Catalogue vente monnaies 11 novembre 1895,1895,[d],bon,contient 31 documents 
15154,7,28,5,8 P 292,5,,in-8,DROUOT,Catalogue vente collection du comte de Castellane monnaies royales 13 avril 1886,1886,[d],bon,contient 31 documents 
15155,7,28,5,8 P 292,6,,in-8,Collectif,Catalogue des objets du Musée Lorrain,1851,[d],bon,contient 31 documents 
15156,7,28,5,8 P 292,7,,in-8,"CAUMONT, de","Etat des musées lapidaires de Navers, Moulins, Clermont, Bourges et Orléans",18869,[d],bon,contient 31 documents 
15157,7,28,5,8 P 292,8,,in-8,anonyme,Catalogue monnaies et autres de la succession de J.-B. Aubry à Saint-Dié,s.d.,[d],bon,contient 31 documents 
15158,7,28,5,8 P 292,9,,in-8,KEUNE J.B. Pr,Römische Weihinschrift aus Weidesheim-Kalhausen,1915,[d],bon,contient 31 documents 
15159,7,28,5,8 P 292,10,,in-8,Commissaires-priseurs,"Collection feu Albert Cuny 6 juin 1905 (3 ex dont un truffé avec prix, relié Lucien Wiener) ",1905,[d],bon,contient 31 documents 
15160,7,28,5,8 P 292,11,,in-8,BABEAU Albert,Enquête sur les objets d'art relatifs à Paris dans les musées des départements,1900,[d],bon,contient 31 documents 
15161,7,28,5,8 P 292,12,,in-8,Commissaires-priseurs,Catalogue des objets dressé par feu M. Ed. Auguin vente Nancy,1902,[d],bon,contient 31 documents 
15162,7,28,5,8 P 292,13,,in-8,"LINCKENHELD, E.",Statistique des trouvailles d'éléphants et de rhinocéros quaternaires en Lorraine,1927,[d],bon,contient 31 documents 
15163,7,28,5,8 P 292,14,,in-8,"LINCKENHELD, E.",Les mardelles de Lorraine,1927,[d],bon,contient 26 documents 
15164,7,28,5,8 P 292,15,,in-8,"LINCKENHELD, E.",Les symboles astraux sur la céramique à la molette de l'époque Gallo-romaine,1928,[d],bon,contient 31 documents 
15165,7,28,5,8 P 292,16,,in-8,"LINCKENHELD, E.",Les dépôts de lâge du bronze en Lorraine (Moselle),1930,[d],bon,contient 31 documents 
15166,7,28,5,8 P 292,17,,in-8,"LINCKENHELD, E.",24 haches néolithiques de Kirchnaumen (Moselle),1929,[d],bon,contient 31 documents 
15167,7,28,5,8 P 292,18,,in-8,"LINCKENHELD, E.",Etudes de mythologie celtique en Lorraine,1929,[d],bon,contient 31 documents 
15168,7,28,5,8 P 292,19,,in-8,"LINCKENHELD, E.",Une déesse-mère provenant du Grand-Ballerstein,1929,[d],bon,contient 31 documents 
15169,7,28,5,8 P 292,20,,in-8,"LINCKENHELD, E.",Hausgrabsteine in Süddeutschland,1931,[d],bon,contient 31 documents 
15170,7,28,5,8 P 292,21,,in-8,GERMAIN DE MAIDY L.,Monuments funéraires de l'église Saint-Etienne à Saint-Mihiel (1349-1856),1884,[d],bon,contient 31 documents 
15171,7,28,5,8 P 292,22,,in-8,GERMAIN DE MAIDY L.,Tombe d'Isabelle de Musset à Marville,1886,[d],bon,contient 31 documents 
15172,7,28,5,8 P 292,23,,in-8,GERMAIN DE MAIDY L.,Inscription d'autel à Marville,1884,[d],bon,contient 31 documents 
15173,7,28,5,8 P 292,24,,in-8,GERMAIN DE MAIDY L.,L'église de Nubécourt et ses monuments funéraires,1886,[d],bon,contient 31 documents 
15174,7,28,5,8 P 292,25,,in-8,GERMAIN DE MAIDY L.,Le retable d'Hattonchatel et Ligier Richier,1886,[d],bon,contient 31 documents 
15175,7,28,5,8 P 292,26,,in-8,GERMAIN DE MAIDY L.,De la collaboration de Ligier-Richier au tombeau de Claude de Lorraine duc de Guise à Joinville (1550),1885,[d],bon,contient 31 documents 
15176,7,28,5,8 P 292,27,,in-8,GERMAIN DE MAIDY L.,La crois de Laxou (1586),1886,[d],bon,contient 31 documents 
15177,7,28,5,8 P 292,28,,in-8,GERMAIN DE MAIDY L.,Table d'horloges solaires gravée par Jean Appier Hanzelet,1893,[d],bon,contient 31 documents 
15178,7,28,5,8 P 292,29,,in-8,GERMAIN DE MAIDY L.,Le musée de Longwy et ses taques de foyer,1893,[d],bon,contient 26 documents 
15179,7,28,5,8 P 292,30,,in-8,GERMAIN DE MAIDY L.,Sceau du cardinal de Bar (1409),1883,[d],bon,contient 24 documents 
15180,7,28,5,8 P 292,31,,in-8,GERMAIN DE MAIDY L.,"Plaque de reliures aux armes de Jean Vincent, Baron d'Autry datées de 1610",1891,[d],bon,contient 31 documents 
15181,7,28,5,8 P 293,,,in-8,Musée historique lorrain,Catalogue des objets d'art & d'antiquité,1887,,bon,
15182,7,28,5,8 P 293,,,in-8,Musée historique lorrain,Catalogue des objets d'art & d'antiquité,1887,,bon,
15183,7,28,5,8 P 294,,,in-8,Musée historique lorrain,Guide du visiteur,s.d.,,bon,
15184,7,28,5,8 P 294,,,in-8,Musée historique lorrain,Guide du visiteur,s.d.,,bon,
15185,7,28,5,8 P 295,,,in-8,Musée historique lorrain,Guide du visiteur,1926,,bon,
15186,7,28,5,8 P 296,,,in-8,"LINCKENHELD, E.",Répertoire archéologique de l'arrondissement de Sarrebourg,1929,,bon,
15187,7,28,5,8 P 297,1,,in-8,ROBERT Charles,Inscription tumulaire d'un Civis Mediomatricus trouvée à Milan,1870,[d],bon,contient 31 documents 
15188,7,28,5,8 P 297,2,,<in-12,GERMAIN DE MAIDY L.,Essai de restitution de quelques inscriptions versifiées,1914,[d],bon,contient 31 documents 
15189,7,28,5,8 P 297,3,,<in-12,GERMAIN DE MAIDY L.,Images de St-Michel psychopompe sur les tombeaux,1909,[d],bon,contient 31 documents 
15190,7,28,5,8 P 297,4,,<in-12,GERMAIN DE MAIDY L.,Sur les inscriptions liminaires commémoratives de la construction,1923,[d],bon,contient 31 documents 
15191,7,28,5,8 P 297,5,,in-12,GERMAIN DE MAIDY L.,Un vitrail de la collection Di=ouglas vers 1525 symbolisant l'Immaculée conception,1915,[d],bon,contient 31 documents 
15192,7,28,5,8 P 297,6,,in-8,GERMAIN DE MAIDY L.,Sentences portières des maisons particulières en Lorraine (1),1897,[d],bon,contient 31 documents 
15193,7,28,5,8 P 297,7,,in-8,GERMAIN DE MAIDY L.,Sentences portières des maisons particulières en Lorraine (2),1898,[d],bon,contient 31 documents 
15194,7,28,5,8 P 297,8,,in-8,GERMAIN DE MAIDY L.,Une inscription de 1546 à Sainte-Maure (Aube),1908,[d],bon,contient 31 documents 
15195,7,28,5,8 P 297,9,,in-8,GERMAIN DE MAIDY L.,Un jeton du comte de Fontaine,1904,[d],bon,contient 31 documents 
15196,7,28,5,8 P 297,10,,in-8,BONNEJOY Dr,Les monuments mégalithique du Vexin la pierre qui tourne,1879,[d],bon,contient 31 documents 
15197,7,28,5,8 P 297,11,,in-8,GERMAIN DE MAIDY L.,Les types iconographiques de l'immaculée conception à l'époque de la Renaissance,1914,[d],bon,contient 31 documents 
15198,7,28,5,8 P 297,12,,in-8,GERMAIN DE MAIDY L.,Un dessin de la collection Stiebel présumé aux armoiries de Gaspard Rouyer anobli en 1581,1914,[d],bon,contient 31 documents 
15199,7,28,5,8 P 297,13,,in-8,GERMAIN DE MAIDY L.,Deux projets de tombeaux école de Richier,1895,[d],bon,contient 26 documents 
15200,7,28,5,8 P 297,14,,in-8,GERMAIN DE MAIDY L.,Remarques sur l'ouvrage de Léon Maxe-Werly histoire de l'art dans le Barrois,1907,[d],bon,contient 31 documents 
15201,7,28,5,8 P 297,15,,in-8,GERMAIN DE MAIDY L.,Les anciennes cloches de Fontaines (Saone-et-Loire),1896,[d],bon,contient 31 documents 
15202,7,28,5,8 P 297,16,,in-8,GERMAIN DE MAIDY L.,Sept cloches anciennes des Côtes-du-Nord,1899,[d],bon,contient 31 documents 
15203,7,28,5,8 P 297,17,,in-8,GERMAIN DE MAIDY L.,Inscriptions de cheminées,1895,[d],bon,contient 31 documents 
15204,7,28,5,8 P 297,18,,in-8,GERMAIN DE MAIDY L.,Une sculpture du Père étenel au Musée Lorrain,1906,[d],bon,contient 31 documents 
15205,7,28,5,8 P 297,19,,in-8,GERMAIN DE MAIDY L.,La chapelle de Dom Loupvent et les Richier,1886,[d],bon,contient 31 documents 
15206,7,28,5,8 P 297,20,,in-8,GERMAIN DE MAIDY L.,La chasse à la licorne et l'Immaculée Conception,1897,[d],bon,contient 31 documents 
15207,7,28,5,8 P 297,21,,in-8,GERMAIN DE MAIDY L.,Les tombeaux de l'église de Lenoncourt (XVI et XVIIe),1882,[d],bon,contient 31 documents 
15208,7,28,5,8 P 297,22,,in-8,GERMAIN DE MAIDY L.,Les anciens bénitiers lorrains,1886,[d],bon,contient 31 documents 
15209,7,28,5,8 P 297,23,,in-8,GERMAIN DE MAIDY L.,Le calice de Saint Gérard,1887,[d],bon,contient 31 documents 
15210,7,28,5,8 P 297,24,,in-8,GERMAIN DE MAIDY L.,L'enseigne de la compagnie d'ordonnance de Claude de Lorraine ,1884,[d],bon,contient 31 documents 
15211,7,28,5,8 P 297,25,,in-8,ROBERT Charles,Monnaie de Bourbourg,1850,[d],bon,contient 31 documents 
15212,7,28,5,8 P 297,26,,in-8,ROBERT Charles,Lettre à M. de Saulcy sur les monnaies messines du trésor de Saint-Vith,1877,[d],bon,contient 31 documents 
15213,7,28,5,8 P 297,27,,in-8,ROBERT Charles,Monnaie gauloise au type du personnage assis au rameauet du serpent,1864,[d],bon,contient 31 documents 
15214,7,28,5,8 P 297,28,,in-8,ROBERT Charles,Etat actuel de la numismatique de Toul,1868,[d],bon,contient 26 documents 
15215,7,28,5,8 P 297,29,,in-8,ROBERT Charles,Monnaie de compte de François-Henri de Haraucourt Chambley,1884,[d],bon,contient 24 documents 
15216,7,28,5,8 P 297,30,,in-8,ROBERT Charles,Observations sur les noms des deux premiers Gordiens,1881,[d],bon,contient 31 documents 
15217,7,28,5,8 P 297,31,,in-8,BONNEJOY Dr,De l'érection par les anciens Gaulois des men-hirs et des pierres de Dolmens,1889,[d],bon,contient 31 documents 
15218,7,28,5,8 P 297,32,,in-8,ROBERT Charles,Monnaies austrasiennes inédites,1850,[d],bon,contient 31 documents 
15219,7,28,5,8 P 297,33,,in-8,ROBERT Charles,Tiers de sol d'or frappé à Mauriac,1846,[d],bon,contient 31 documents 
15220,7,28,5,8 P 297,34,,in-8,ROBERT Charles,Sceau et monnaies de Zuentibold roi de Lorraine (895-900) et de son successeur Louis (900-911),1863,[d],bon,contient 31 documents 
15221,7,28,5,8 P 297,35,,in-8,ROBERT Charles,"Tiers de sou d'or de Marsal, Vic, Noveant, Naix",1882,[d],bon,contient 31 documents 
15222,7,28,5,8 P 297,36,,in-8,ROBERT Charles,Les phases du mythe de Cybèle & d'Atys,s.d.,[d],bon,contient 31 documents 
15223,7,28,5,8 P 297,37,,in-8,GERMAIN DE MAIDY L.,Médaillon de Jean Richier représentant Pierre Joly procureur général de Metz,1888,[d],bon,contient 31 documents 
15224,7,28,5,8 P 297,38,,in-8,GERMAIN DE MAIDY L.,Crédence et piscine du Xie à ND de St-Diè (Vosges),1891,[d],bon,contient 31 documents 
15225,7,28,5,8 P 297,39,,in-8,GERMAIN DE MAIDY L.,Monnaie inédite de Jean l'Aveugle,s.d.,[d],bon,contient 31 documents 
15226,7,28,5,8 P 297,40,,in-8,GERMAIN DE MAIDY L.,Monuments funéraires de l'église de Montmédy,1882,[d],bon,contient 31 documents 
15227,7,28,5,8 P 297,41,,in-8,"MAXE-WERLY, L.",L'ornementation du foyer depuis la Renaissance,1898,[d],bon,contient 31 documents 
15228,7,28,5,8 P 297,42,,in-8,"MAXE-WERLY, L.",Etude d'une plaque de foyer,1895,[d],bon,contient 26 documents 
15229,7,28,5,8 P 297,43,,in-8,"MAXE-WERLY, L.",Une ancienne trouvaille faite à Baye (Marne),1895,[d],bon,contient 31 documents 
15230,7,28,5,8 P 297,44,,in-8,"MAXE-WERLY, L.",Note sur les anciens moules à gateaux,s.d.,[d],bon,contient 31 documents 
15231,7,28,5,8 P 298,1,,in-8,MAXE-WERLY,Miniature executée au XVIe siècle et Tableau de ND des vertus,1895,[d],bon,
15232,7,28,5,8 P 298,2,,in-8,MAXE-WERLY,Carrelages du Moyen-âge,1894,[d],bon,
15233,7,28,5,8 P 298,3,,in-8,MAXE-WERLY,Dalle funéraire de Jean de Troussey abbé d'Evaux 1404,s.d.,[d],bon,
15234,7,28,5,8 P 298,4,,in-8,MAXE-WERLY,Monnaies antiques recueillies au Chatel de Boviolles,1870,[d],bon,
15235,7,28,5,8 P 298,5,,in-8,MAXE-WERLY,Etude de l'origine des symboles des monnaies du sud-ouest de la Gaule,1892,[d],bon,
15236,7,28,5,8 P 298,6,,in-8,MAXE-WERLY,Origine du Gros Tournois,1880,[d],bon,
15237,7,28,5,8 P 298,7,,in-8,MAXE-WERLY,Antiquités découvertes à Maix,1885,[d],bon,
15238,7,28,5,8 P 298,8,,in-8,MAXE-WERLY,Objets antiiques découverts à Gondrecourt,1888,[d],bon,
15239,7,28,5,8 P 298,9,,in-8,MAXE-WERLY,Etude sur les bornes anciennes,1884,[d],bon,
15240,7,28,5,8 P 298,10,,in-8,MAXE-WERLY,Trouvaille faite à Largue commune de Druy-L'Evêque Nièvre,1883,[d],bon,
15241,7,28,5,8 P 298,11,,in-8,MAXE-WERLY,L'oppidum de Boviolles,1878,[d],bon,
15242,7,28,5,8 P 298,12,,in-8,MAXE-WERLY,Sur quelques graffites découverts dans la région du Barrois,1884,[d],bon,
15243,7,28,5,8 P 298,13,,in-8,MAXE-WERLY,Rapport sur les fouilles faites à Maix 1886,1888,[d],bon,
15244,7,28,5,8 P 298,14,,in-8,MAXE-WERLY,Moules d'enseignes de pélérinage,1885,[d],bon,
